urevent,role,group,Subject,meanamplitude,interval,area,MMN
1441,standard,EE,6,12.6370039,6,F,0
1442,dev1,EE,6,-1.789543629,6,F,-14.42654753
1449,standard,EE,6,6.730914593,6,F,0
1450,dev1,EE,6,1.16609776,6,F,-5.564816833
1457,standard,EE,6,-2.583945751,6,F,0
1458,dev1,EE,6,-3.563167334,6,F,-0.979221583
1463,standard,EE,6,-11.22758102,6,F,0
1464,dev1,EE,6,3.799050808,6,F,15.02663183
1467,standard,EE,6,1.830907106,6,F,0
1468,dev1,EE,6,7.624901772,6,F,5.793994666
1504,dev1,EE,7,-7.61758709,6,F,0
1505,standard,EE,7,-1.977694631,6,F,0
1510,dev1,EE,7,-7.87983799,6,F,-5.902143359
1529,standard,EE,7,11.82322502,6,F,0
1530,dev1,EE,7,9.023407936,6,F,-2.799817084
1549,standard,EE,7,1.251510382,6,F,0
1550,dev1,EE,7,1.521604776,6,F,0.270094394
1551,standard,EE,7,28.51749992,6,F,0
1556,dev1,EE,7,7.320127487,6,F,-21.19737243
1587,standard,EE,7,-15.59484863,6,F,0
1588,dev1,EE,7,3.78164053,6,F,19.37648916
1618,dev1,EE,7,3.912409067,6,F,0
1623,standard,EE,7,12.94090748,6,F,0
1624,dev1,EE,7,-18.10930443,6,F,-31.05021191
1634,dev1,EE,7,-15.39120674,6,F,0
1639,standard,EE,7,-0.777994156,6,F,0
1640,dev1,EE,7,-13.96969604,6,F,-13.19170188
1641,standard,EE,7,7.924051762,6,F,0
1644,dev1,EE,7,-11.15651131,6,F,-19.08056307
1666,dev1,EE,7,15.60994911,6,F,0
1669,standard,EE,7,9.648176193,6,F,0
1670,dev1,EE,7,-14.39100552,6,F,-24.03918171
1679,standard,EE,7,1.593335629,6,F,0
1680,dev1,EE,7,-3.23458004,6,F,-4.827915669
1686,dev1,EE,7,3.259998798,6,F,0
1692,dev1,EE,7,-24.18211555,6,F,0
1702,dev1,EE,7,-8.230960846,6,F,0
1802,dev1,EE,7,8.626783371,6,F,0
1809,standard,EE,7,-0.559055626,6,F,0
1818,dev1,EE,7,-26.37185287,6,F,-25.81279724
1836,dev1,EE,7,5.460718155,6,F,0
1843,standard,EE,7,23.815979,6,F,0
1844,dev1,EE,7,8.108551979,6,F,-15.70742702
1863,standard,EE,7,10.33917809,6,F,0
1864,dev1,EE,7,-1.201005697,6,F,-11.54018379
1868,dev1,EE,7,3.135941744,6,F,0
1871,standard,EE,7,11.62299633,6,F,0
1878,dev1,EE,7,-3.579033136,6,F,-15.20202947
1887,standard,EE,7,4.065194607,6,F,0
1888,dev1,EE,7,14.90020752,6,F,10.83501291
1899,standard,EE,7,3.611306906,6,F,0
1900,dev1,EE,7,5.365223885,6,F,1.753916979
1906,dev1,EE,7,-6.310134411,6,F,0
1909,standard,EE,7,0.380097091,6,F,0
1912,dev1,EE,7,5.62705946,6,F,5.246962369
1948,dev1,EE,7,-0.026473302,6,F,0
1973,standard,EE,7,-6.589413643,6,F,0
1976,dev1,EE,7,4.079572678,6,F,10.66898632
1981,standard,EE,7,7.418322563,6,F,0
1982,dev1,EE,7,-15.87128258,6,F,-23.28960514
1985,standard,EE,7,7.201771736,6,F,0
1986,dev1,EE,7,11.78783226,6,F,4.586060524
1994,dev1,EE,7,19.97456932,6,F,0
1997,standard,EE,7,-26.99056625,6,F,0
1998,dev1,EE,7,-12.53704929,6,F,14.45351696
2008,dev1,EE,7,-3.431509256,6,F,0
2019,standard,EE,7,1.84326601,6,F,0
2020,dev1,EE,7,-13.55608749,6,F,-15.3993535
2024,dev1,EE,7,-2.129189968,6,F,0
2037,standard,EE,7,9.251600266,6,F,0
2038,dev1,EE,7,6.623743057,6,F,-2.627857209
2044,dev1,EE,7,-13.73356438,6,F,0
2045,standard,EE,7,-6.408272266,6,F,0
2050,dev1,EE,7,-3.584826231,6,F,2.823446035
2063,standard,EE,7,14.22581577,6,F,0
2064,dev1,EE,7,5.770467758,6,F,-8.455348012
2091,standard,EE,7,-0.836618304,6,F,0
2092,dev1,EE,7,0.422641456,6,F,1.25925976
2102,dev1,EE,7,18.3637867,6,F,0
2127,standard,EE,7,3.762480736,6,F,0
2128,dev1,EE,7,6.240073204,6,F,2.477592468
2132,dev1,EE,7,-15.90524197,6,F,0
2149,standard,EE,7,8.138054848,6,F,0
2158,dev1,EE,7,-0.974979937,6,F,-9.113034785
2190,dev1,EE,7,19.12404251,6,F,0
2201,standard,EE,7,4.997340679,6,F,0
2202,dev1,EE,7,-22.04080582,6,F,-27.0381465
2227,standard,EE,8,-3.380411625,6,F,0
2228,dev1,EE,8,0.378458351,6,F,3.758869976
2233,standard,EE,8,28.04870987,6,F,0
2234,dev1,EE,8,-11.13740444,6,F,-39.18611431
2239,standard,EE,8,16.05459785,6,F,0
2240,dev1,EE,8,-8.742699623,6,F,-24.79729747
2245,standard,EE,8,-16.54769325,6,F,0
2246,dev1,EE,8,-9.862238884,6,F,6.685454366
2249,standard,EE,8,-2.069281578,6,F,0
2250,dev1,EE,8,11.76506138,6,F,13.83434296
2253,standard,EE,8,7.04412365,6,F,0
2254,dev1,EE,8,5.884849072,6,F,-1.159274578
2263,standard,EE,8,8.253582001,6,F,0
2264,dev1,EE,8,17.48036385,6,F,9.226781849
2267,standard,EE,8,3.38611865,6,F,0
2268,dev1,EE,8,11.42589474,6,F,8.03977609
2271,standard,EE,8,3.420525551,6,F,0
2272,dev1,EE,8,4.424548626,6,F,1.004023075
2277,standard,EE,8,7.783292294,6,F,0
2278,dev1,EE,8,-5.313309669,6,F,-13.09660196
2285,standard,EE,8,7.251268387,6,F,0
2286,dev1,EE,8,-21.40373802,6,F,-28.65500641
2291,standard,EE,8,-5.377270699,6,F,0
2292,dev1,EE,8,-3.577195406,6,F,1.800075293
2295,standard,EE,8,9.788038254,6,F,0
2296,dev1,EE,8,-3.312628746,6,F,-13.100667
2301,standard,EE,8,4.697574139,6,F,0
2302,dev1,EE,8,12.9789896,6,F,8.281415461
2307,standard,EE,8,-6.418151379,6,F,0
2308,dev1,EE,8,-30.85363007,6,F,-24.43547869
2315,standard,EE,8,5.600247383,6,F,0
2316,dev1,EE,8,2.86556077,6,F,-2.734686613
2319,standard,EE,8,6.954110146,6,F,0
2320,dev1,EE,8,1.174204111,6,F,-5.779906035
2333,standard,EE,8,-3.827079296,6,F,0
2334,dev1,EE,8,4.775525093,6,F,8.602604389
2337,standard,EE,8,6.761473656,6,F,0
2338,dev1,EE,8,1.529424191,6,F,-5.232049465
2347,standard,EE,8,-6.287991524,6,F,0
2348,dev1,EE,8,-16.41622925,6,F,-10.12823773
2353,standard,EE,8,-11.87003899,6,F,0
2354,dev1,EE,8,2.313095331,6,F,14.18313432
2357,standard,EE,8,-0.099212885,6,F,0
2358,dev1,EE,8,-3.638298035,6,F,-3.53908515
2363,standard,EE,8,4.405865192,6,F,0
2364,dev1,EE,8,-4.370490074,6,F,-8.776355266
2367,standard,EE,8,-6.620262623,6,F,0
2368,dev1,EE,8,-3.998953581,6,F,2.621309042
2375,standard,EE,8,7.954356194,6,F,0
2376,dev1,EE,8,-0.550991476,6,F,-8.50534767
2383,standard,EE,8,11.46341038,6,F,0
2384,dev1,EE,8,2.322448254,6,F,-9.140962126
2389,standard,EE,8,10.80155945,6,F,0
2390,dev1,EE,8,-0.567919612,6,F,-11.36947906
2395,standard,EE,8,-2.90425086,6,F,0
2396,dev1,EE,8,-14.00119209,6,F,-11.09694123
2399,standard,EE,8,-10.65193748,6,F,0
2400,dev1,EE,8,0.300473392,6,F,10.95241087
2403,standard,EE,8,4.442981243,6,F,0
2404,dev1,EE,8,-7.439804554,6,F,-11.8827858
2409,standard,EE,8,11.55664158,6,F,0
2410,dev1,EE,8,0.767042816,6,F,-10.78959876
2415,standard,EE,8,27.00793648,6,F,0
2416,dev1,EE,8,13.89233494,6,F,-13.11560154
2423,standard,EE,8,10.28449059,6,F,0
2424,dev1,EE,8,-10.93375492,6,F,-21.21824551
2431,standard,EE,8,-4.312077522,6,F,0
2432,dev1,EE,8,-18.11699104,6,F,-13.80491352
2437,standard,EE,8,29.65346146,6,F,0
2438,dev1,EE,8,-1.932640076,6,F,-31.58610154
2443,standard,EE,8,17.57937813,6,F,0
2444,dev1,EE,8,8.677456856,6,F,-8.901921274
2447,standard,EE,8,2.806452274,6,F,0
2448,dev1,EE,8,-14.96844292,6,F,-17.77489519
2451,standard,EE,8,-5.899617672,6,F,0
2452,dev1,EE,8,-20.69070435,6,F,-14.79108668
2457,standard,EE,8,1.238686085,6,F,0
2458,dev1,EE,8,4.830610275,6,F,3.59192419
2463,standard,EE,8,27.41848564,6,F,0
2464,dev1,EE,8,-1.485369921,6,F,-28.90385556
2469,standard,EE,8,-2.619010925,6,F,0
2470,dev1,EE,8,9.812364578,6,F,12.4313755
2478,dev1,EE,8,0.082313702,6,F,0
2483,standard,EE,8,-9.425268173,6,F,0
2484,dev1,EE,8,-8.723069191,6,F,0.702198982
2489,standard,EE,8,-9.808040619,6,F,0
2490,dev1,EE,8,-6.528417587,6,F,3.279623032
2493,standard,EE,8,-52.2756424,6,F,0
2494,dev1,EE,8,-17.28886604,6,F,34.98677636
2501,standard,EE,8,10.14914608,6,F,0
2502,dev1,EE,8,-4.328184605,6,F,-14.47733069
2505,standard,EE,8,-25.99708939,6,F,0
2506,dev1,EE,8,17.87143898,6,F,43.86852837
2513,standard,EE,8,-9.118045807,6,F,0
2514,dev1,EE,8,-6.307181358,6,F,2.810864449
2519,standard,EE,8,15.06925297,6,F,0
2520,dev1,EE,8,13.54473877,6,F,-1.5245142
2527,standard,EE,8,-1.412295461,6,F,0
2528,dev1,EE,8,-13.51271057,6,F,-12.10041511
2531,standard,EE,8,1.617249727,6,F,0
2532,dev1,EE,8,-5.63066864,6,F,-7.247918367
2537,standard,EE,8,-7.095519066,6,F,0
2538,dev1,EE,8,10.40217018,6,F,17.49768925
2545,standard,EE,8,-15.38120174,6,F,0
2546,dev1,EE,8,4.317220688,6,F,19.69842243
2549,standard,EE,8,4.145178795,6,F,0
2550,dev1,EE,8,-2.081442356,6,F,-6.226621151
2553,standard,EE,8,-1.477849483,6,F,0
2554,dev1,EE,8,-32.75112915,6,F,-31.27327967
2559,standard,EE,8,-0.547052443,6,F,0
2560,dev1,EE,8,-5.818451405,6,F,-5.271398962
2565,standard,EE,8,-8.065759659,6,F,0
2566,dev1,EE,8,-6.071848869,6,F,1.99391079
2571,standard,EE,8,-9.359622955,6,F,0
2572,dev1,EE,8,3.396305084,6,F,12.75592804
2577,standard,EE,8,-15.61735535,6,F,0
2578,dev1,EE,8,-5.603947163,6,F,10.01340819
2585,standard,EE,8,5.630652428,6,F,0
2586,dev1,EE,8,25.78687477,6,F,20.15622234
2589,standard,EE,8,-0.335707664,6,F,0
2590,dev1,EE,8,5.882658958,6,F,6.218366622
2595,standard,EE,8,-24.01514626,6,F,0
2596,dev1,EE,8,1.771058917,6,F,25.78620518
2603,standard,EE,8,0.919640303,6,F,0
2604,dev1,EE,8,-1.482153177,6,F,-2.40179348
2609,standard,EE,8,12.76765442,6,F,0
2610,dev1,EE,8,0.446457118,6,F,-12.3211973
2613,standard,EE,8,-8.029523849,6,F,0
2614,dev1,EE,8,18.05050468,6,F,26.08002853
2623,standard,EE,8,-5.380033493,6,F,0
2624,dev1,EE,8,0.912474096,6,F,6.292507589
2627,standard,EE,8,-7.285161972,6,F,0
2628,dev1,EE,8,-1.681378245,6,F,5.603783727
2632,dev1,EE,8,22.19663239,6,F,0
2637,standard,EE,8,-7.606310368,6,F,0
2638,dev1,EE,8,17.90275192,6,F,25.50906229
2643,standard,EE,8,7.030062199,6,F,0
2644,dev1,EE,8,6.976936817,6,F,-0.053125382
2653,standard,EE,8,9.628547668,6,F,0
2654,dev1,EE,8,7.800905228,6,F,-1.82764244
2659,standard,EE,8,1.521137118,6,F,0
2660,dev1,EE,8,-8.099041939,6,F,-9.620179057
2663,standard,EE,8,-5.950455666,6,F,0
2664,dev1,EE,8,-8.790747643,6,F,-2.840291977
2667,standard,EE,8,28.53442764,6,F,0
2668,dev1,EE,8,5.825465679,6,F,-22.70896196
2675,standard,EE,8,13.59439182,6,F,0
2676,dev1,EE,8,10.74054623,6,F,-2.85384559
2683,standard,EE,8,-17.47319603,6,F,0
2684,dev1,EE,8,-8.989427567,6,F,8.483768463
2689,standard,EE,8,22.96288109,6,F,0
2690,dev1,EE,8,8.676198006,6,F,-14.28668308
2695,standard,EE,8,6.931534767,6,F,0
2696,dev1,EE,8,1.080637455,6,F,-5.850897312
2701,standard,EE,8,-8.221603394,6,F,0
2702,dev1,EE,8,-2.062428951,6,F,6.159174443
2707,standard,EE,8,-0.198451519,6,F,0
2708,dev1,EE,8,-10.10289478,6,F,-9.904443261
2711,standard,EE,8,-9.600790977,6,F,0
2712,dev1,EE,8,-14.79170227,6,F,-5.190911293
2715,standard,EE,8,8.158433914,6,F,0
2716,dev1,EE,8,-7.274223328,6,F,-15.43265724
2723,standard,EE,8,15.22889137,6,F,0
2724,dev1,EE,8,-11.80946922,6,F,-27.03836059
2727,standard,EE,8,7.234595299,6,F,0
2728,dev1,EE,8,0.399037033,6,F,-6.835558266
2733,standard,EE,8,22.44961166,6,F,0
2734,dev1,EE,8,-2.256086588,6,F,-24.70569825
2743,standard,EE,8,11.18925285,6,F,0
2744,dev1,EE,8,18.58171844,6,F,7.39246559
2749,standard,EE,8,-3.260656834,6,F,0
2750,dev1,EE,8,-5.00893116,6,F,-1.748274326
2753,standard,EE,8,13.77004337,6,F,0
2754,dev1,EE,8,-11.43629265,6,F,-25.20633602
2759,standard,EE,8,-10.71949863,6,F,0
2760,dev1,EE,8,-12.27418137,6,F,-1.55468274
2768,dev1,EE,8,18.27038383,6,F,0
2771,standard,EE,8,11.37304306,6,F,0
2772,dev1,EE,8,5.374969482,6,F,-5.998073578
2775,standard,EE,8,-10.65288162,6,F,0
2776,dev1,EE,8,-4.27708149,6,F,6.37580013
2781,standard,EE,8,13.28511524,6,F,0
2782,dev1,EE,8,-8.054136276,6,F,-21.33925152
2787,standard,EE,8,2.365993977,6,F,0
2788,dev1,EE,8,-24.25906372,6,F,-26.6250577
2795,standard,EE,8,-2.350064278,6,F,0
2796,dev1,EE,8,0.641788602,6,F,2.99185288
2801,standard,EE,8,7.291458607,6,F,0
2802,dev1,EE,8,-9.631844521,6,F,-16.92330313
2805,standard,EE,8,-4.859726429,6,F,0
2806,dev1,EE,8,4.365766525,6,F,9.225492954
2813,standard,EE,8,-8.115838051,6,F,0
2814,dev1,EE,8,7.81071806,6,F,15.92655611
2821,standard,EE,8,-1.287251711,6,F,0
2822,dev1,EE,8,3.91267395,6,F,5.199925661
2827,standard,EE,8,-20.32859993,6,F,0
2828,dev1,EE,8,5.054728031,6,F,25.38332796
2833,standard,EE,8,14.21021175,6,F,0
2834,dev1,EE,8,10.08051109,6,F,-4.12970066
2837,standard,EE,8,-12.08580971,6,F,0
2838,dev1,EE,8,-26.85453606,6,F,-14.76872635
2845,standard,EE,8,10.72213554,6,F,0
2846,dev1,EE,8,19.5456562,6,F,8.82352066
2851,standard,EE,8,14.19381142,6,F,0
2852,dev1,EE,8,-5.582089901,6,F,-19.77590132
2863,standard,EE,8,-25.40500259,6,F,0
2864,dev1,EE,8,-1.423943758,6,F,23.98105883
2875,standard,EE,8,21.31334686,6,F,0
2876,dev1,EE,8,13.00194359,6,F,-8.31140327
2881,standard,EE,8,8.822313309,6,F,0
2882,dev1,EE,8,0.855436981,6,F,-7.966876328
2887,standard,EE,8,1.198388338,6,F,0
2888,dev1,EE,8,-4.879449844,6,F,-6.077838182
2891,standard,EE,8,7.104160786,6,F,0
2892,dev1,EE,8,-6.189653397,6,F,-13.29381418
2895,standard,EE,8,-0.920156479,6,F,0
2896,dev1,EE,8,17.55093765,6,F,18.47109413
2905,standard,EE,8,-4.877277851,6,F,0
2906,dev1,EE,8,12.88590813,6,F,17.76318598
2911,standard,EE,8,-9.688680649,6,F,0
2912,dev1,EE,8,-10.90890026,6,F,-1.220219611
2917,standard,EE,8,10.35810661,6,F,0
2918,dev1,EE,8,9.863100052,6,F,-0.495006558
2923,standard,EE,8,8.841193199,6,F,0
2924,dev1,EE,8,8.745140076,6,F,-0.096053123
2929,standard,EE,8,8.615386963,6,F,0
2930,dev1,EE,8,-1.413647532,6,F,-10.0290345
2935,standard,EE,8,6.358481884,6,F,0
2936,dev1,EE,8,16.4405632,6,F,10.08208132
2939,standard,EE,8,-5.717658997,6,F,0
2940,dev1,EE,8,2.836908817,6,F,8.554567814
2943,standard,EE,8,-0.145405799,6,F,0
16,dev1,CH,1,5.399724483,7,F,5.545130282
23,standard,CH,1,5.727673531,7,F,0
24,dev1,CH,1,7.699082851,7,F,1.97140932
27,standard,CH,1,-0.036098454,7,F,0
28,dev1,CH,1,2.648738146,7,F,2.6848366
35,standard,CH,1,7.07730341,7,F,0
36,dev1,CH,1,0.073813729,7,F,-7.003489681
43,standard,CH,1,-11.09255981,7,F,0
44,dev1,CH,1,8.897034645,7,F,19.98959446
47,standard,CH,1,-2.311225891,7,F,0
48,dev1,CH,1,5.780097485,7,F,8.091323376
51,standard,CH,1,-0.752774775,7,F,0
52,dev1,CH,1,-6.634460926,7,F,-5.881686151
57,standard,CH,1,-7.53996563,7,F,0
58,dev1,CH,1,-9.449678421,7,F,-1.909712791
63,standard,CH,1,-0.558171868,7,F,0
64,dev1,CH,1,-12.43285656,7,F,-11.87468469
73,standard,CH,1,14.21238136,7,F,0
74,dev1,CH,1,-4.228350163,7,F,-18.44073152
79,standard,CH,1,12.36862659,7,F,0
80,dev1,CH,1,4.899258614,7,F,-7.469367976
83,standard,CH,1,3.714208841,7,F,0
84,dev1,CH,1,-16.7063961,7,F,-20.42060494
87,standard,CH,1,-2.604440212,7,F,0
88,dev1,CH,1,8.53802681,7,F,11.14246702
97,standard,CH,1,5.543116093,7,F,0
98,dev1,CH,1,-0.206979543,7,F,-5.750095636
103,standard,CH,1,-14.80847931,7,F,0
104,dev1,CH,1,-3.351310492,7,F,11.45716882
109,standard,CH,1,-1.239784241,7,F,0
110,dev1,CH,1,14.63900089,7,F,15.87878513
119,standard,CH,1,13.7919817,7,F,0
120,dev1,CH,1,11.77270794,7,F,-2.01927376
127,standard,CH,1,-7.30284071,7,F,0
128,dev1,CH,1,7.270100594,7,F,14.5729413
131,standard,CH,1,2.152641058,7,F,0
132,dev1,CH,1,1.054304361,7,F,-1.098336697
139,standard,CH,1,-2.203938961,7,F,0
140,dev1,CH,1,-4.04066515,7,F,-1.836726189
145,standard,CH,1,6.22827816,7,F,0
146,dev1,CH,1,-1.384920955,7,F,-7.613199115
150,dev1,CH,1,4.784597874,7,F,0
153,standard,CH,1,2.703658342,7,F,0
154,dev1,CH,1,-4.250392437,7,F,-6.954050779
159,standard,CH,1,4.299890041,7,F,0
160,dev1,CH,1,-9.443425179,7,F,-13.74331522
167,standard,CH,1,9.944998741,7,F,0
168,dev1,CH,1,2.885596991,7,F,-7.05940175
171,standard,CH,1,-3.914493799,7,F,0
172,dev1,CH,1,-5.451039791,7,F,-1.536545992
177,standard,CH,1,7.827218533,7,F,0
178,dev1,CH,1,-3.617546797,7,F,-11.44476533
183,standard,CH,1,-11.95852661,7,F,0
184,dev1,CH,1,-7.954452038,7,F,4.004074572
189,standard,CH,1,1.501250505,7,F,0
190,dev1,CH,1,-6.022083282,7,F,-7.523333787
195,standard,CH,1,1.731018662,7,F,0
196,dev1,CH,1,-8.550084114,7,F,-10.28110278
205,standard,CH,1,1.703456879,7,F,0
206,dev1,CH,1,-4.994807243,7,F,-6.698264122
211,standard,CH,1,-14.14756012,7,F,0
212,dev1,CH,1,-3.736437082,7,F,10.41112304
215,standard,CH,1,-17.50493431,7,F,0
216,dev1,CH,1,-12.3237009,7,F,5.18123341
219,standard,CH,1,-0.671807349,7,F,0
220,dev1,CH,1,0.718785226,7,F,1.390592575
229,standard,CH,1,-5.635070324,7,F,0
230,dev1,CH,1,3.676654816,7,F,9.31172514
235,standard,CH,1,5.42159605,7,F,0
236,dev1,CH,1,1.858556986,7,F,-3.563039064
239,standard,CH,1,-2.246561289,7,F,0
240,dev1,CH,1,-2.641951323,7,F,-0.395390034
243,standard,CH,1,-10.34059334,7,F,0
244,dev1,CH,1,-12.92092705,7,F,-2.58033371
249,standard,CH,1,0.455662787,7,F,0
250,dev1,CH,1,-10.30910969,7,F,-10.76477248
261,standard,CH,1,3.603674173,7,F,0
262,dev1,CH,1,-10.74069977,7,F,-14.34437394
271,standard,CH,1,-11.19643402,7,F,0
272,dev1,CH,1,9.280273438,7,F,20.47670746
277,standard,CH,1,3.038430691,7,F,0
278,dev1,CH,1,7.102813244,7,F,4.064382553
282,dev1,CH,1,1.607026458,7,F,0
307,standard,CH,1,2.05925107,7,F,0
308,dev1,CH,1,2.143382549,7,F,0.084131479
311,standard,CH,1,-0.130589113,7,F,0
312,dev1,CH,1,-3.721077681,7,F,-3.590488568
324,dev1,CH,1,-3.21275115,7,F,0
327,standard,CH,1,-5.874492645,7,F,0
328,dev1,CH,1,6.045529842,7,F,11.92002249
333,standard,CH,1,8.377961159,7,F,0
334,dev1,CH,1,12.67457581,7,F,4.296614651
339,standard,CH,1,-5.667120934,7,F,0
340,dev1,CH,1,5.291734219,7,F,10.95885515
349,standard,CH,1,-14.33547211,7,F,0
350,dev1,CH,1,4.983705997,7,F,19.31917811
355,standard,CH,1,8.231411934,7,F,0
356,dev1,CH,1,0.405328691,7,F,-7.826083243
359,standard,CH,1,-9.992342949,7,F,0
360,dev1,CH,1,-10.85029888,7,F,-0.857955931
363,standard,CH,1,-0.621407509,7,F,0
364,dev1,CH,1,4.579201698,7,F,5.200609207
369,standard,CH,1,3.338948965,7,F,0
370,dev1,CH,1,5.188669682,7,F,1.849720717
375,standard,CH,1,-8.742993355,7,F,0
376,dev1,CH,1,-1.490123749,7,F,7.252869606
385,standard,CH,1,7.467353344,7,F,0
386,dev1,CH,1,9.240297318,7,F,1.772943974
391,standard,CH,1,-19.07706642,7,F,0
392,dev1,CH,1,0.396580786,7,F,19.47364721
395,standard,CH,1,-2.306377411,7,F,0
396,dev1,CH,1,5.253792763,7,F,7.560170174
403,standard,CH,1,2.202073574,7,F,0
404,dev1,CH,1,0.119984709,7,F,-2.082088865
408,dev1,CH,1,-8.367510796,7,F,0
411,standard,CH,1,-0.77002269,7,F,0
412,dev1,CH,1,3.771272182,7,F,4.541294872
417,standard,CH,1,1.832237482,7,F,0
418,dev1,CH,1,8.657073975,7,F,6.824836493
423,standard,CH,1,-5.906971931,7,F,0
424,dev1,CH,1,-0.732169032,7,F,5.174802899
434,dev1,CH,1,8.061188698,7,F,0
437,standard,CH,1,-2.841935635,7,F,0
438,dev1,CH,1,2.829290628,7,F,5.671226263
445,standard,CH,1,1.488619924,7,F,0
446,dev1,CH,1,-5.202116489,7,F,-6.690736413
449,standard,CH,1,-2.051992178,7,F,0
450,dev1,CH,1,-2.959866285,7,F,-0.907874107
457,standard,CH,1,0.789848506,7,F,0
458,dev1,CH,1,3.446107864,7,F,2.656259358
463,standard,CH,1,1.082945943,7,F,0
464,dev1,CH,1,9.570074081,7,F,8.487128138
469,standard,CH,1,0.085789151,7,F,0
470,dev1,CH,1,-4.407317162,7,F,-4.493106313
475,standard,CH,1,-13.10055065,7,F,0
476,dev1,CH,1,5.400006294,7,F,18.50055694
481,standard,CH,1,-1.061674356,7,F,0
482,dev1,CH,1,4.837424278,7,F,5.899098634
495,standard,CH,1,4.139142036,7,F,0
496,dev1,CH,1,-5.313618183,7,F,-9.452760219
505,standard,CH,1,2.914578676,7,F,0
506,dev1,CH,1,5.941695213,7,F,3.027116537
511,standard,CH,1,-8.151432991,7,F,0
512,dev1,CH,1,-3.41925478,7,F,4.732178211
517,standard,CH,1,-8.831155777,7,F,0
518,dev1,CH,1,-1.538710356,7,F,7.292445421
521,standard,CH,1,-10.34264469,7,F,0
522,dev1,CH,1,-1.316334009,7,F,9.026310681
525,standard,CH,1,-0.60063684,7,F,0
526,dev1,CH,1,-12.36763954,7,F,-11.7670027
535,standard,CH,1,-10.97202778,7,F,0
536,dev1,CH,1,-1.47420752,7,F,9.49782026
539,standard,CH,1,-10.03632832,7,F,0
540,dev1,CH,1,-10.65157986,7,F,-0.61525154
543,standard,CH,1,11.94754219,7,F,0
544,dev1,CH,1,-3.064682245,7,F,-15.01222444
553,standard,CH,1,5.188224792,7,F,0
554,dev1,CH,1,0.718313634,7,F,-4.469911158
559,standard,CH,1,3.248220444,7,F,0
560,dev1,CH,1,-13.78141785,7,F,-17.02963829
565,standard,CH,1,4.438812733,7,F,0
566,dev1,CH,1,5.542052746,7,F,1.103240013
571,standard,CH,1,-10.21125317,7,F,0
572,dev1,CH,1,-5.440316677,7,F,4.770936493
575,standard,CH,1,-2.397902966,7,F,0
576,dev1,CH,1,-9.680677414,7,F,-7.282774448
579,standard,CH,1,6.201544285,7,F,0
580,dev1,CH,1,4.774074078,7,F,-1.427470207
585,standard,CH,1,5.230496407,7,F,0
586,dev1,CH,1,-5.142350674,7,F,-10.37284708
591,standard,CH,1,-2.747998953,7,F,0
592,dev1,CH,1,13.7606945,7,F,16.50869345
597,standard,CH,1,9.337217331,7,F,0
598,dev1,CH,1,7.048573494,7,F,-2.288643837
605,standard,CH,1,5.360844612,7,F,0
606,dev1,CH,1,9.522787094,7,F,4.161942482
613,standard,CH,1,2.277657032,7,F,0
614,dev1,CH,1,-0.841947258,7,F,-3.11960429
619,standard,CH,1,-12.97089481,7,F,0
620,dev1,CH,1,15.88570881,7,F,28.85660362
625,standard,CH,1,-1.978002906,7,F,0
626,dev1,CH,1,-0.688195407,7,F,1.289807499
629,standard,CH,1,-1.926089525,7,F,0
630,dev1,CH,1,-7.336316109,7,F,-5.410226584
637,standard,CH,1,-0.971775055,7,F,0
638,dev1,CH,1,13.16680717,7,F,14.13858223
641,standard,CH,1,-9.820394516,7,F,0
642,dev1,CH,1,-15.5950222,7,F,-5.774627684
645,standard,CH,1,6.464344501,7,F,0
646,dev1,CH,1,1.35944593,7,F,-5.104898571
654,dev1,CH,1,-3.813034058,7,F,0
673,standard,CH,1,7.673028469,7,F,0
674,dev1,CH,1,6.236093044,7,F,-1.436935425
677,standard,CH,1,-1.760499597,7,F,0
678,dev1,CH,1,10.69305515,7,F,12.45355475
681,standard,CH,1,-10.39621162,7,F,0
682,dev1,CH,1,8.629323006,7,F,19.02553463
687,standard,CH,1,-19.44136429,7,F,0
688,dev1,CH,1,-15.8585186,7,F,3.58284569
715,standard,CH,1,-1.126405716,7,F,0
716,dev1,CH,1,2.76957655,7,F,3.895982266
731,standard,CH,1,13.20036221,7,F,0
732,dev1,CH,1,5.310744762,7,F,-7.889617448
753,standard,CH,2,-11.38348579,7,F,0
754,dev1,CH,2,9.833224297,7,F,21.21671009
757,standard,CH,2,13.81180859,7,F,0
758,dev1,CH,2,15.24286938,7,F,1.43106079
763,standard,CH,2,14.83033848,7,F,0
764,dev1,CH,2,-5.39804697,7,F,-20.22838545
769,standard,CH,2,24.30848885,7,F,0
770,dev1,CH,2,5.504104137,7,F,-18.80438471
777,standard,CH,2,-11.05747986,7,F,0
778,dev1,CH,2,-8.712973595,7,F,2.344506265
785,standard,CH,2,-10.47281551,7,F,0
786,dev1,CH,2,-16.12529755,7,F,-5.65248204
789,standard,CH,2,5.942319393,7,F,0
790,dev1,CH,2,3.338298321,7,F,-2.604021072
793,standard,CH,2,-0.398885697,7,F,0
794,dev1,CH,2,23.11186218,7,F,23.51074788
803,standard,CH,2,-9.33235836,7,F,0
804,dev1,CH,2,-14.42556763,7,F,-5.09320927
809,standard,CH,2,12.07136536,7,F,0
810,dev1,CH,2,-3.401971817,7,F,-15.47333718
