urevent,role,group,Subject,meanamplitude,interval,area,MMN
16,dev1,CH,1,3.706573248,1,F,0
23,standard,CH,1,-0.525663316,1,F,0
24,dev1,CH,1,-3.251352072,1,F,-2.725688756
27,standard,CH,1,0.298721969,1,F,0
28,dev1,CH,1,-5.851541519,1,F,-6.150263488
35,standard,CH,1,6.42976284,1,F,0
36,dev1,CH,1,3.767944336,1,F,-2.661818504
43,standard,CH,1,-8.830900192,1,F,0
44,dev1,CH,1,5.340981483,1,F,14.17188168
47,standard,CH,1,-1.812229633,1,F,0
48,dev1,CH,1,-5.947236061,1,F,-4.135006428
51,standard,CH,1,2.729047537,1,F,0
52,dev1,CH,1,1.445859313,1,F,-1.283188224
57,standard,CH,1,-1.711435437,1,F,0
58,dev1,CH,1,-3.365970373,1,F,-1.654534936
63,standard,CH,1,-0.19695887,1,F,0
64,dev1,CH,1,-1.433993697,1,F,-1.237034827
73,standard,CH,1,-2.737598658,1,F,0
74,dev1,CH,1,-7.509046078,1,F,-4.77144742
79,standard,CH,1,7.921936512,1,F,0
80,dev1,CH,1,-2.927398205,1,F,-10.84933472
83,standard,CH,1,-2.41748023,1,F,0
84,dev1,CH,1,-7.687116146,1,F,-5.269635916
87,standard,CH,1,3.003124237,1,F,0
88,dev1,CH,1,6.165717125,1,F,3.162592888
97,standard,CH,1,7.515213013,1,F,0
98,dev1,CH,1,0.988170922,1,F,-6.527042091
103,standard,CH,1,-7.71835804,1,F,0
104,dev1,CH,1,-1.928523183,1,F,5.789834857
109,standard,CH,1,2.148764133,1,F,0
110,dev1,CH,1,10.08100319,1,F,7.932239057
119,standard,CH,1,3.719367743,1,F,0
120,dev1,CH,1,2.547907352,1,F,-1.171460391
127,standard,CH,1,1.192773223,1,F,0
128,dev1,CH,1,-1.432267547,1,F,-2.62504077
131,standard,CH,1,3.45545435,1,F,0
132,dev1,CH,1,6.752015114,1,F,3.296560764
139,standard,CH,1,0.624491155,1,F,0
140,dev1,CH,1,3.35201025,1,F,2.727519095
145,standard,CH,1,0.787378609,1,F,0
146,dev1,CH,1,3.241817474,1,F,2.454438865
150,dev1,CH,1,5.969446182,1,F,0
153,standard,CH,1,3.086413145,1,F,0
154,dev1,CH,1,-3.247816324,1,F,-6.334229469
159,standard,CH,1,0.406047612,1,F,0
160,dev1,CH,1,1.728817463,1,F,1.322769851
167,standard,CH,1,-12.86207104,1,F,0
168,dev1,CH,1,4.966492176,1,F,17.82856322
171,standard,CH,1,-1.662306428,1,F,0
172,dev1,CH,1,-1.35750258,1,F,0.304803848
177,standard,CH,1,11.03991222,1,F,0
178,dev1,CH,1,-8.44222641,1,F,-19.48213863
183,standard,CH,1,-1.706061482,1,F,0
184,dev1,CH,1,5.73386097,1,F,7.439922452
189,standard,CH,1,-2.362429619,1,F,0
190,dev1,CH,1,0.967474282,1,F,3.329903901
195,standard,CH,1,4.7422719,1,F,0
196,dev1,CH,1,-4.277229786,1,F,-9.019501686
205,standard,CH,1,10.96003342,1,F,0
206,dev1,CH,1,-2.255049944,1,F,-13.21508336
211,standard,CH,1,-4.968944073,1,F,0
212,dev1,CH,1,-1.515822291,1,F,3.453121782
215,standard,CH,1,2.425177574,1,F,0
216,dev1,CH,1,0.134235486,1,F,-2.290942088
219,standard,CH,1,0.570308208,1,F,0
220,dev1,CH,1,-5.904833317,1,F,-6.475141525
229,standard,CH,1,-7.629421711,1,F,0
230,dev1,CH,1,-12.04274654,1,F,-4.413324829
235,standard,CH,1,3.78706193,1,F,0
236,dev1,CH,1,-0.599518359,1,F,-4.386580289
239,standard,CH,1,3.002209663,1,F,0
240,dev1,CH,1,5.578868389,1,F,2.576658726
243,standard,CH,1,-6.939172745,1,F,0
244,dev1,CH,1,-7.943091393,1,F,-1.003918648
249,standard,CH,1,-0.174311712,1,F,0
250,dev1,CH,1,-3.864434958,1,F,-3.690123246
261,standard,CH,1,2.747796774,1,F,0
262,dev1,CH,1,-8.356840134,1,F,-11.10463691
271,standard,CH,1,-5.266518116,1,F,0
272,dev1,CH,1,7.934921741,1,F,13.20143986
277,standard,CH,1,5.689131737,1,F,0
278,dev1,CH,1,2.64432168,1,F,-3.044810057
282,dev1,CH,1,-6.101256371,1,F,0
307,standard,CH,1,1.623696089,1,F,0
308,dev1,CH,1,2.781075716,1,F,1.157379627
311,standard,CH,1,-1.407393336,1,F,0
312,dev1,CH,1,-3.583521843,1,F,-2.176128507
324,dev1,CH,1,-1.237215877,1,F,0
327,standard,CH,1,-6.378608704,1,F,0
328,dev1,CH,1,3.331962824,1,F,9.710571528
333,standard,CH,1,3.237704277,1,F,0
334,dev1,CH,1,4.504298687,1,F,1.26659441
339,standard,CH,1,3.627509594,1,F,0
340,dev1,CH,1,0.994911611,1,F,-2.632597983
349,standard,CH,1,-8.533946991,1,F,0
350,dev1,CH,1,3.435462952,1,F,11.96940994
355,standard,CH,1,-6.089294434,1,F,0
356,dev1,CH,1,1.687766194,1,F,7.777060628
359,standard,CH,1,-1.525720716,1,F,0
360,dev1,CH,1,-2.856385708,1,F,-1.330664992
363,standard,CH,1,2.925951481,1,F,0
364,dev1,CH,1,1.046143651,1,F,-1.87980783
369,standard,CH,1,6.038440228,1,F,0
370,dev1,CH,1,5.597121239,1,F,-0.441318989
375,standard,CH,1,-3.181909323,1,F,0
376,dev1,CH,1,6.215378761,1,F,9.397288084
385,standard,CH,1,4.752585888,1,F,0
386,dev1,CH,1,3.253174305,1,F,-1.499411583
391,standard,CH,1,-9.639107704,1,F,0
392,dev1,CH,1,0.55665803,1,F,10.19576573
395,standard,CH,1,-5.28744936,1,F,0
396,dev1,CH,1,-0.947231293,1,F,4.340218067
403,standard,CH,1,11.59720898,1,F,0
404,dev1,CH,1,7.106679916,1,F,-4.490529064
408,dev1,CH,1,-6.889975548,1,F,0
411,standard,CH,1,2.02944541,1,F,0
412,dev1,CH,1,1.733752012,1,F,-0.295693398
417,standard,CH,1,1.015288472,1,F,0
418,dev1,CH,1,5.934746265,1,F,4.919457793
423,standard,CH,1,-3.785616398,1,F,0
424,dev1,CH,1,-3.842342615,1,F,-0.056726217
434,dev1,CH,1,3.53702879,1,F,0
437,standard,CH,1,0.636285365,1,F,0
438,dev1,CH,1,-1.764996886,1,F,-2.401282251
445,standard,CH,1,0.112256601,1,F,0
446,dev1,CH,1,2.443208694,1,F,2.330952093
449,standard,CH,1,-2.119628429,1,F,0
450,dev1,CH,1,6.156761646,1,F,8.276390075
457,standard,CH,1,-0.835086823,1,F,0
458,dev1,CH,1,-2.911134243,1,F,-2.07604742
463,standard,CH,1,5.965415001,1,F,0
464,dev1,CH,1,3.360295773,1,F,-2.605119228
469,standard,CH,1,-2.038142204,1,F,0
470,dev1,CH,1,-0.273965508,1,F,1.764176696
475,standard,CH,1,-0.159797639,1,F,0
476,dev1,CH,1,6.067645073,1,F,6.227442712
481,standard,CH,1,4.581009865,1,F,0
482,dev1,CH,1,1.281062365,1,F,-3.2999475
495,standard,CH,1,12.70426559,1,F,0
496,dev1,CH,1,-6.153009892,1,F,-18.85727548
505,standard,CH,1,7.68118,1,F,0
506,dev1,CH,1,-2.065128088,1,F,-9.746308088
511,standard,CH,1,-1.434965372,1,F,0
512,dev1,CH,1,4.575767994,1,F,6.010733366
517,standard,CH,1,-6.138463497,1,F,0
518,dev1,CH,1,1.858500838,1,F,7.996964335
521,standard,CH,1,-1.098587513,1,F,0
522,dev1,CH,1,-2.565050364,1,F,-1.466462851
525,standard,CH,1,2.940847635,1,F,0
526,dev1,CH,1,-2.811946392,1,F,-5.752794027
535,standard,CH,1,-2.095364332,1,F,0
536,dev1,CH,1,1.116927981,1,F,3.212292313
539,standard,CH,1,-5.729986191,1,F,0
540,dev1,CH,1,-3.602748871,1,F,2.12723732
543,standard,CH,1,7.591644764,1,F,0
544,dev1,CH,1,7.793645382,1,F,0.202000618
553,standard,CH,1,-2.078992367,1,F,0
554,dev1,CH,1,0.256376892,1,F,2.335369259
559,standard,CH,1,-0.902101099,1,F,0
560,dev1,CH,1,-11.74569321,1,F,-10.84359211
565,standard,CH,1,-4.30521822,1,F,0
566,dev1,CH,1,-2.35178256,1,F,1.95343566
571,standard,CH,1,-2.245192051,1,F,0
572,dev1,CH,1,-2.520393372,1,F,-0.275201321
575,standard,CH,1,-4.041301727,1,F,0
576,dev1,CH,1,1.765043736,1,F,5.806345463
579,standard,CH,1,7.139559269,1,F,0
580,dev1,CH,1,4.861495972,1,F,-2.278063297
585,standard,CH,1,5.135714054,1,F,0
586,dev1,CH,1,0.662838876,1,F,-4.472875178
591,standard,CH,1,-0.026576098,1,F,0
592,dev1,CH,1,-0.60292691,1,F,-0.576350812
597,standard,CH,1,12.26272964,1,F,0
598,dev1,CH,1,-2.747469187,1,F,-15.01019883
605,standard,CH,1,1.659793615,1,F,0
606,dev1,CH,1,2.262264252,1,F,0.602470637
613,standard,CH,1,-2.17201519,1,F,0
614,dev1,CH,1,-2.085176945,1,F,0.086838245
619,standard,CH,1,-5.985760689,1,F,0
620,dev1,CH,1,8.177375793,1,F,14.16313648
625,standard,CH,1,-3.401070595,1,F,0
626,dev1,CH,1,1.994423032,1,F,5.395493627
629,standard,CH,1,0.78545475,1,F,0
630,dev1,CH,1,-1.98777771,1,F,-2.77323246
637,standard,CH,1,0.9106704,1,F,0
638,dev1,CH,1,2.610747099,1,F,1.700076699
641,standard,CH,1,-2.519217253,1,F,0
642,dev1,CH,1,-2.310014248,1,F,0.209203005
645,standard,CH,1,4.255937576,1,F,0
646,dev1,CH,1,0.000239161,1,F,-4.255698415
654,dev1,CH,1,7.707602978,1,F,0
673,standard,CH,1,0.910303533,1,F,0
674,dev1,CH,1,-4.244094372,1,F,-5.154397905
677,standard,CH,1,-3.278967381,1,F,0
678,dev1,CH,1,-5.9601717,1,F,-2.681204319
681,standard,CH,1,-5.306320667,1,F,0
682,dev1,CH,1,8.649376869,1,F,13.95569754
687,standard,CH,1,-9.199015617,1,F,0
688,dev1,CH,1,1.63082552,1,F,10.82984114
715,standard,CH,1,2.982859373,1,F,0
716,dev1,CH,1,-6.345827579,1,F,-9.328686952
731,standard,CH,1,-0.455768049,1,F,0
732,dev1,CH,1,4.815637112,1,F,5.271405161
753,standard,CH,2,-0.127074972,1,F,0
754,dev1,CH,2,8.944158554,1,F,9.071233526
757,standard,CH,2,12.96724892,1,F,0
758,dev1,CH,2,5.679549217,1,F,-7.287699703
763,standard,CH,2,-4.728265762,1,F,0
764,dev1,CH,2,-9.16195488,1,F,-4.433689118
769,standard,CH,2,9.130265236,1,F,0
770,dev1,CH,2,12.79384232,1,F,3.663577084
777,standard,CH,2,-6.90541935,1,F,0
778,dev1,CH,2,-0.536130369,1,F,6.369288981
785,standard,CH,2,14.5696125,1,F,0
786,dev1,CH,2,-8.695793152,1,F,-23.26540565
789,standard,CH,2,6.522102833,1,F,0
790,dev1,CH,2,-4.205485821,1,F,-10.72758865
793,standard,CH,2,0.851976097,1,F,0
794,dev1,CH,2,-5.845139027,1,F,-6.697115124
803,standard,CH,2,-5.42699337,1,F,0
804,dev1,CH,2,4.038692474,1,F,9.465685844
809,standard,CH,2,8.833240509,1,F,0
810,dev1,CH,2,-2.163137436,1,F,-10.99637795
813,standard,CH,2,-9.224435806,1,F,0
814,dev1,CH,2,8.194405556,1,F,17.41884136
817,standard,CH,2,2.739888668,1,F,0
818,dev1,CH,2,5.198493958,1,F,2.45860529
827,standard,CH,2,-6.743645668,1,F,0
828,dev1,CH,2,3.082478523,1,F,9.826124191
833,standard,CH,2,-3.826376915,1,F,0
834,dev1,CH,2,8.33981514,1,F,12.16619206
839,standard,CH,2,9.889619827,1,F,0
840,dev1,CH,2,10.38288784,1,F,0.493268013
843,standard,CH,2,2.881571531,1,F,0
844,dev1,CH,2,3.388102293,1,F,0.506530762
847,standard,CH,2,-1.03794086,1,F,0
848,dev1,CH,2,-8.604197502,1,F,-7.566256642
853,standard,CH,2,-0.200225979,1,F,0
854,dev1,CH,2,27.320467,1,F,27.52069298
859,standard,CH,2,-3.438210011,1,F,0
860,dev1,CH,2,-6.114839554,1,F,-2.676629543
867,standard,CH,2,4.861878395,1,F,0
868,dev1,CH,2,6.374677181,1,F,1.512798786
871,standard,CH,2,9.340899467,1,F,0
872,dev1,CH,2,4.197796822,1,F,-5.143102645
881,standard,CH,2,12.35366726,1,F,0
882,dev1,CH,2,3.300412178,1,F,-9.053255082
887,standard,CH,2,25.35379791,1,F,0
888,dev1,CH,2,-1.237199187,1,F,-26.5909971
893,standard,CH,2,-14.28121567,1,F,0
894,dev1,CH,2,2.848230124,1,F,17.12944579
897,standard,CH,2,-5.454356194,1,F,0
898,dev1,CH,2,0.109927125,1,F,5.564283319
903,standard,CH,2,11.68101597,1,F,0
904,dev1,CH,2,-19.21101761,1,F,-30.89203358
909,standard,CH,2,3.452039957,1,F,0
910,dev1,CH,2,9.282141685,1,F,5.830101728
915,standard,CH,2,12.28153801,1,F,0
916,dev1,CH,2,-7.483563423,1,F,-19.76510143
919,standard,CH,2,7.039362431,1,F,0
920,dev1,CH,2,6.875360489,1,F,-0.164001942
925,standard,CH,2,12.57600594,1,F,0
926,dev1,CH,2,-12.99701405,1,F,-25.57301999
933,standard,CH,2,5.222157001,1,F,0
934,dev1,CH,2,1.174347401,1,F,-4.0478096
939,standard,CH,2,18.1420269,1,F,0
940,dev1,CH,2,7.055757523,1,F,-11.08626938
943,standard,CH,2,18.33531952,1,F,0
944,dev1,CH,2,-3.561000586,1,F,-21.89632011
953,standard,CH,2,-2.960503578,1,F,0
954,dev1,CH,2,0.902019083,1,F,3.862522661
957,standard,CH,2,19.92068672,1,F,0
958,dev1,CH,2,19.87211227,1,F,-0.04857445
961,standard,CH,2,0.031897839,1,F,0
962,dev1,CH,2,18.87010956,1,F,18.83821172
969,standard,CH,2,11.47224045,1,F,0
970,dev1,CH,2,11.58713627,1,F,0.11489582
983,standard,CH,2,8.679296494,1,F,0
984,dev1,CH,2,5.770861626,1,F,-2.908434868
993,standard,CH,2,9.169249535,1,F,0
994,dev1,CH,2,10.85067749,1,F,1.681427955
999,standard,CH,2,-6.606523991,1,F,0
1000,dev1,CH,2,6.096934795,1,F,12.70345879
1007,standard,CH,2,4.54782629,1,F,0
1008,dev1,CH,2,0.721921027,1,F,-3.825905263
1011,standard,CH,2,-3.457232952,1,F,0
1012,dev1,CH,2,9.740362167,1,F,13.19759512
1019,standard,CH,2,11.95458794,1,F,0
1020,dev1,CH,2,2.632285595,1,F,-9.322302345
1025,standard,CH,2,6.338205338,1,F,0
1026,dev1,CH,2,9.010890961,1,F,2.672685623
1031,standard,CH,2,-6.300588131,1,F,0
1032,dev1,CH,2,1.540590525,1,F,7.841178656
1037,standard,CH,2,12.40199375,1,F,0
1038,dev1,CH,2,-11.67850399,1,F,-24.08049774
1041,standard,CH,2,12.56132317,1,F,0
1042,dev1,CH,2,14.57714462,1,F,2.01582145
1049,standard,CH,2,-1.979920506,1,F,0
1050,dev1,CH,2,0.637839258,1,F,2.617759764
1055,standard,CH,2,-6.896603584,1,F,0
1056,dev1,CH,2,1.572992325,1,F,8.469595909
1059,standard,CH,2,-2.858947992,1,F,0
1060,dev1,CH,2,16.32142448,1,F,19.18037247
1067,standard,CH,2,-9.310056686,1,F,0
1068,dev1,CH,2,2.017513752,1,F,11.32757044
1079,standard,CH,2,-3.092284679,1,F,0
1080,dev1,CH,2,-4.618585587,1,F,-1.526300908
1083,standard,CH,2,5.79936552,1,F,0
1084,dev1,CH,2,18.50261116,1,F,12.70324564
1087,standard,CH,2,22.25363922,1,F,0
1088,dev1,CH,2,-12.82209206,1,F,-35.07573128
1093,standard,CH,2,12.17853165,1,F,0
1094,dev1,CH,2,10.0551281,1,F,-2.12340355
1103,standard,CH,2,2.907140493,1,F,0
1104,dev1,CH,2,0.169626385,1,F,-2.737514108
1109,standard,CH,2,-10.92476749,1,F,0
1110,dev1,CH,2,0.169527084,1,F,11.09429457
1115,standard,CH,2,10.99491787,1,F,0
1116,dev1,CH,2,14.69921017,1,F,3.7042923
1119,standard,CH,2,-7.732228279,1,F,0
1120,dev1,CH,2,1.559073567,1,F,9.291301846
1125,standard,CH,2,13.43156528,1,F,0
1126,dev1,CH,2,-4.685623646,1,F,-18.11718893
1129,standard,CH,2,2.370084047,1,F,0
1130,dev1,CH,2,-3.643240213,1,F,-6.01332426
1135,standard,CH,2,-2.953927517,1,F,0
1136,dev1,CH,2,-3.924439669,1,F,-0.970512152
1145,standard,CH,2,9.508152962,1,F,0
1146,dev1,CH,2,-1.629337907,1,F,-11.13749087
1151,standard,CH,2,4.375821114,1,F,0
1152,dev1,CH,2,1.505722284,1,F,-2.87009883
1155,standard,CH,2,-19.62619591,1,F,0
1156,dev1,CH,2,-1.110798597,1,F,18.51539731
1159,standard,CH,2,5.108431816,1,F,0
1160,dev1,CH,2,12.8865757,1,F,7.778143884
1167,standard,CH,2,-5.200217247,1,F,0
1168,dev1,CH,2,0.872123182,1,F,6.072340429
1175,standard,CH,2,2.181519032,1,F,0
1176,dev1,CH,2,5.91602087,1,F,3.734501838
1179,standard,CH,2,3.283996344,1,F,0
1180,dev1,CH,2,6.391512394,1,F,3.10751605
1187,standard,CH,2,24.02192879,1,F,0
1188,dev1,CH,2,2.135581017,1,F,-21.88634777
1193,standard,CH,2,7.749485493,1,F,0
1194,dev1,CH,2,3.241481304,1,F,-4.508004189
1199,standard,CH,2,1.559370279,1,F,0
1200,dev1,CH,2,8.441308022,1,F,6.881937743
1203,standard,CH,2,7.01328516,1,F,0
1204,dev1,CH,2,18.7712822,1,F,11.75799704
1209,standard,CH,2,0.943293631,1,F,0
1210,dev1,CH,2,-3.132497549,1,F,-4.07579118
1213,standard,CH,2,4.665851116,1,F,0
1214,dev1,CH,2,12.04059029,1,F,7.374739174
1219,standard,CH,2,7.041250229,1,F,0
1220,dev1,CH,2,-0.73023504,1,F,-7.771485269
1227,standard,CH,2,-1.785957813,1,F,0
1228,dev1,CH,2,15.97178555,1,F,17.75774336
1235,standard,CH,2,12.90841103,1,F,0
1236,dev1,CH,2,9.198729515,1,F,-3.709681515
1255,standard,CH,2,5.945689201,1,F,0
1256,dev1,CH,2,10.5490551,1,F,4.603365899
1265,standard,CH,2,-2.850898981,1,F,0
1266,dev1,CH,2,2.061226368,1,F,4.912125349
1269,standard,CH,2,23.06643677,1,F,0
1270,dev1,CH,2,-4.581791401,1,F,-27.64822817
1273,standard,CH,2,-8.567246437,1,F,0
1274,dev1,CH,2,8.66706562,1,F,17.23431206
1283,standard,CH,2,3.572110653,1,F,0
1284,dev1,CH,2,-1.31143105,1,F,-4.883541703
1287,standard,CH,2,-33.30659866,1,F,0
1288,dev1,CH,2,25.1635704,1,F,58.47016906
1291,standard,CH,2,-12.16482353,1,F,0
1292,dev1,CH,2,6.308255196,1,F,18.47307873
1301,standard,CH,2,-5.335925579,1,F,0
1302,dev1,CH,2,2.846212864,1,F,8.182138443
1305,standard,CH,2,4.145747185,1,F,0
1306,dev1,CH,2,8.069268227,1,F,3.923521042
1309,standard,CH,2,-9.550644875,1,F,0
1310,dev1,CH,2,19.72851563,1,F,29.27916051
1315,standard,CH,2,-0.149891078,1,F,0
1316,dev1,CH,2,-0.412682831,1,F,-0.262791753
1321,standard,CH,2,-3.165692329,1,F,0
1322,dev1,CH,2,5.530375004,1,F,8.696067333
1331,standard,CH,2,3.506528378,1,F,0
1332,dev1,CH,2,9.849513054,1,F,6.342984676
1337,standard,CH,2,-9.429223061,1,F,0
1338,dev1,CH,2,19.55150604,1,F,28.9807291
1343,standard,CH,2,-2.764609098,1,F,0
1344,dev1,CH,2,4.422710896,1,F,7.187319994
1345,standard,CH,2,11.39527988,1,F,0
1348,dev1,CH,2,9.309205055,1,F,-2.086074825
1351,standard,CH,2,13.74237728,1,F,0
1352,dev1,CH,2,13.91925716,1,F,0.17687988
1359,standard,CH,2,-1.026901007,1,F,0
1360,dev1,CH,2,3.909511089,1,F,4.936412096
1365,standard,CH,2,3.528318882,1,F,0
1366,dev1,CH,2,15.70212173,1,F,12.17380285
1369,standard,CH,2,6.601815224,1,F,0
1370,dev1,CH,2,-9.953019142,1,F,-16.55483437
1377,standard,CH,2,-3.813369751,1,F,0
1378,dev1,CH,2,6.918540478,1,F,10.73191023
1385,standard,CH,2,-2.572469473,1,F,0
1386,dev1,CH,2,1.351180553,1,F,3.923650026
1389,standard,CH,2,6.649891853,1,F,0
1390,dev1,CH,2,-5.041962147,1,F,-11.691854
1393,standard,CH,2,7.640945911,1,F,0
1394,dev1,CH,2,13.54830742,1,F,5.907361509
1399,standard,CH,2,4.866880417,1,F,0
1400,dev1,CH,2,6.264509201,1,F,1.397628784
1405,standard,CH,2,-16.28249931,1,F,0
1406,dev1,CH,2,-7.043807983,1,F,9.238691327
1411,standard,CH,2,-1.309756637,1,F,0
1412,dev1,CH,2,1.984922409,1,F,3.294679046
1419,standard,CH,2,5.443277359,1,F,0
1420,dev1,CH,2,12.4263773,1,F,6.983099941
1423,standard,CH,2,-3.797723055,1,F,0
1424,dev1,CH,2,4.014321804,1,F,7.812044859
1434,dev1,CH,2,-4.064178944,1,F,0
1447,standard,CH,2,-9.278547287,1,F,0
1448,dev1,CH,2,5.707686424,1,F,14.98623371
1455,standard,CH,2,0.951218665,1,F,0
1456,dev1,CH,2,1.981499434,1,F,1.030280769
1469,standard,CH,2,-3.77623868,1,F,0
1470,dev1,CH,2,-12.58321476,1,F,-8.80697608
1491,standard,CH,3,6.108497143,1,F,0
1492,dev1,CH,3,-1.074323058,1,F,-7.182820201
1496,dev1,CH,3,-8.704237938,1,F,0
1515,standard,CH,3,-11.9250288,1,F,0
1516,dev1,CH,3,-13.42947865,1,F,-1.50444985
1521,standard,CH,3,-27.85393524,1,F,0
1522,dev1,CH,3,8.328642845,1,F,36.18257809
1525,standard,CH,3,-6.484557629,1,F,0
1530,dev1,CH,3,5.35148716,1,F,11.83604479
1542,dev1,CH,3,-12.57067299,1,F,0
1562,dev1,CH,3,-9.648921013,1,F,0
1570,dev1,CH,3,17.19603157,1,F,0
1573,standard,CH,3,14.13677311,1,F,0
1574,dev1,CH,3,-3.766880035,1,F,-17.90365315
1581,standard,CH,3,1.69682622,1,F,0
1582,dev1,CH,3,3.601755619,1,F,1.904929399
1587,standard,CH,3,1.952921629,1,F,0
1588,dev1,CH,3,15.70479965,1,F,13.75187802
1593,standard,CH,3,0.884854317,1,F,0
1594,dev1,CH,3,-2.235697269,1,F,-3.120551586
1597,standard,CH,3,9.330722809,1,F,0
1598,dev1,CH,3,24.52536774,1,F,15.19464493
1605,standard,CH,3,13.69322109,1,F,0
1606,dev1,CH,3,8.559270859,1,F,-5.133950231
1611,standard,CH,3,-14.40407944,1,F,0
1612,dev1,CH,3,-5.638914108,1,F,8.765165332
1615,standard,CH,3,0.085616872,1,F,0
1616,dev1,CH,3,7.664820671,1,F,7.579203799
1619,standard,CH,3,1.615600705,1,F,0
1620,dev1,CH,3,-4.635004997,1,F,-6.250605702
1627,standard,CH,3,12.93701839,1,F,0
1628,dev1,CH,3,-17.14905357,1,F,-30.08607196
1641,standard,CH,3,9.221309662,1,F,0
1642,dev1,CH,3,11.46117783,1,F,2.239868168
1647,standard,CH,3,30.0799427,1,F,0
1648,dev1,CH,3,2.871256351,1,F,-27.20868635
1659,standard,CH,3,-18.74724197,1,F,0
1660,dev1,CH,3,7.687176704,1,F,26.43441867
1665,standard,CH,3,0.218264207,1,F,0
1666,dev1,CH,3,-8.471494675,1,F,-8.689758882
1669,standard,CH,3,-7.074234486,1,F,0
1670,dev1,CH,3,-5.405322552,1,F,1.668911934
1675,standard,CH,3,10.11826706,1,F,0
1676,dev1,CH,3,14.72996426,1,F,4.6116972
1685,standard,CH,3,-1.922399998,1,F,0
1686,dev1,CH,3,-6.061048031,1,F,-4.138648033
1695,standard,CH,3,-5.5362463,1,F,0
1696,dev1,CH,3,4.10488987,1,F,9.64113617
1699,standard,CH,3,-13.80214977,1,F,0
1700,dev1,CH,3,-8.873576164,1,F,4.928573606
1703,standard,CH,3,2.226658821,1,F,0
1704,dev1,CH,3,-2.257176161,1,F,-4.483834982
1711,standard,CH,3,-1.618221879,1,F,0
1712,dev1,CH,3,3.64375186,1,F,5.261973739
1719,standard,CH,3,6.344966412,1,F,0
1720,dev1,CH,3,9.76735878,1,F,3.422392368
1725,standard,CH,3,0.727315903,1,F,0
1726,dev1,CH,3,-6.806200981,1,F,-7.533516884
1731,standard,CH,3,9.153721809,1,F,0
1732,dev1,CH,3,-5.078597546,1,F,-14.23231936
1735,standard,CH,3,1.72949326,1,F,0
1736,dev1,CH,3,12.71288395,1,F,10.98339069
1743,standard,CH,3,1.674782991,1,F,0
1744,dev1,CH,3,6.972187519,1,F,5.297404528
1747,standard,CH,3,-3.742972136,1,F,0
1748,dev1,CH,3,33.25409698,1,F,36.99706912
1755,standard,CH,3,-0.602734983,1,F,0
1756,dev1,CH,3,-5.956377506,1,F,-5.353642523
1767,standard,CH,3,-7.06103754,1,F,0
1768,dev1,CH,3,-3.622478008,1,F,3.438559532
1771,standard,CH,3,16.06209183,1,F,0
1772,dev1,CH,3,-11.26318932,1,F,-27.32528115
1775,standard,CH,3,18.98748016,1,F,0
1776,dev1,CH,3,13.82312584,1,F,-5.16435432
1781,standard,CH,3,1.759038091,1,F,0
1782,dev1,CH,3,5.491895199,1,F,3.732857108
1787,standard,CH,3,-2.026124716,1,F,0
1788,dev1,CH,3,19.38308907,1,F,21.40921379
1793,standard,CH,3,5.245540142,1,F,0
1794,dev1,CH,3,1.677343488,1,F,-3.568196654
1814,dev1,CH,3,-2.958556175,1,F,0
1817,standard,CH,3,-6.619465828,1,F,0
1818,dev1,CH,3,-8.662356377,1,F,-2.042890549
1827,standard,CH,3,8.293027878,1,F,0
1828,dev1,CH,3,10.7807312,1,F,2.487703322
1843,standard,CH,3,10.87008095,1,F,0
1844,dev1,CH,3,-1.015150309,1,F,-11.88523126
1851,standard,CH,3,16.83878517,1,F,0
1852,dev1,CH,3,4.451295853,1,F,-12.38748932
1861,standard,CH,3,-5.98924017,1,F,0
1862,dev1,CH,3,2.666084766,1,F,8.655324936
1870,dev1,CH,3,-9.168550491,1,F,0
1873,standard,CH,3,-24.27787018,1,F,0
1874,dev1,CH,3,-6.676282406,1,F,17.60158777
1885,standard,CH,3,2.09859252,1,F,0
1886,dev1,CH,3,1.475375533,1,F,-0.623216987
1893,standard,CH,3,-5.018719196,1,F,0
1894,dev1,CH,3,-16.72488785,1,F,-11.70616865
1897,standard,CH,3,-3.122122288,1,F,0
1898,dev1,CH,3,-2.372322798,1,F,0.74979949
1903,standard,CH,3,-19.24488831,1,F,0
1904,dev1,CH,3,-0.252188414,1,F,18.9926999
1907,standard,CH,3,10.49869919,1,F,0
1908,dev1,CH,3,-2.630177021,1,F,-13.12887621
1919,standard,CH,3,-3.416298866,1,F,0
1920,dev1,CH,3,8.883986473,1,F,12.30028534
1925,standard,CH,3,-6.117584705,1,F,0
1926,dev1,CH,3,0.942136884,1,F,7.059721589
1935,standard,CH,3,-4.948504448,1,F,0
1936,dev1,CH,3,12.72171974,1,F,17.67022419
1941,standard,CH,3,-6.102394104,1,F,0
1942,dev1,CH,3,13.88931084,1,F,19.99170494
1945,standard,CH,3,-13.29286098,1,F,0
1946,dev1,CH,3,-2.445113659,1,F,10.84774732
1949,standard,CH,3,-2.468325377,1,F,0
1950,dev1,CH,3,1.617164373,1,F,4.08548975
1959,standard,CH,3,4.18991518,1,F,0
1960,dev1,CH,3,1.78084445,1,F,-2.40907073
1965,standard,CH,3,17.03448868,1,F,0
1966,dev1,CH,3,13.09356117,1,F,-3.94092751
1969,standard,CH,3,2.059064388,1,F,0
1972,dev1,CH,3,1.758221269,1,F,-0.300843119
