subj	exp	item	cond	rating	rt
49	Exp1	15	c	6	441
49	Exp1	15	c	6	599
49	Exp1	11	c	6	1938
49	Exp1	3	c	6	737
50	Exp1	6	c	6	1033
50	Exp1	10	c	6	1287
50	Exp1	2	c	6	1558
50	Exp1	14	c	6	1589
50	Exp1	10	c	6	4936
50	Exp1	6	c	6	2154
50	Exp1	14	c	6	1573
50	Exp1	2	c	6	2252
51	Exp1	5	c	6	1246
51	Exp1	13	c	6	764
51	Exp1	1	c	6	3573
51	Exp1	9	c	6	901
51	Exp1	1	c	6	1673
51	Exp1	13	c	6	7291
51	Exp1	5	c	5	2790
51	Exp1	9	c	6	1212
52	Exp1	4	c	6	923
52	Exp1	12	c	6	1004
52	Exp1	4	c	6	1232
52	Exp1	12	c	5	1411
52	Exp1	8	c	6	949
52	Exp1	16	c	5	1320
52	Exp1	16	c	5	1090
52	Exp1	8	c	6	1083
53	Exp1	11	c	6	1130
53	Exp1	3	c	6	1282
53	Exp1	15	c	5	1758
53	Exp1	3	c	6	1692
53	Exp1	15	c	6	1713
53	Exp1	11	c	6	3110
53	Exp1	7	c	6	3080
53	Exp1	7	c	6	8356
1	Exp1	16	d	1	1359
1	Exp1	8	d	3	579
1	Exp1	4	d	1	914
1	Exp1	16	d	1	1355
1	Exp1	4	d	1	872
1	Exp1	12	d	1	851
1	Exp1	12	d	1	3210
1	Exp1	8	d	2	518
10	Exp1	3	d	1	1420
10	Exp1	15	d	1	1336
10	Exp1	11	d	1	1361
10	Exp1	15	d	2	1117
10	Exp1	7	d	1	1466
10	Exp1	7	d	1	1277
10	Exp1	11	d	1	1029
10	Exp1	3	d	2	1234
11	Exp1	14	d	2	2709
11	Exp1	10	d	1	1839
11	Exp1	6	d	1	1923
11	Exp1	10	d	1	3319
11	Exp1	14	d	1	2526
11	Exp1	2	d	1	3010
11	Exp1	2	d	1	27679
11	Exp1	6	d	1	1809
12	Exp1	1	d	1	988
12	Exp1	1	d	1	1259
12	Exp1	5	d	1	1040
12	Exp1	13	d	2	881
12	Exp1	9	d	2	1087
12	Exp1	13	d	1	946
12	Exp1	5	d	2	825
12	Exp1	9	d	2	941
13	Exp1	8	d	1	2310
13	Exp1	12	d	1	1841
13	Exp1	16	d	1	1503
13	Exp1	8	d	1	1371
13	Exp1	12	d	1	553
13	Exp1	16	d	3	1007
13	Exp1	4	d	1	799
13	Exp1	4	d	1	1911
14	Exp1	11	d	3	3111
14	Exp1	15	d	1	2570
14	Exp1	3	d	2	2349
14	Exp1	3	d	1	2853
14	Exp1	11	d	2	1878
14	Exp1	7	d	1	4307
14	Exp1	7	d	1	2489
14	Exp1	15	d	1	1678
15	Exp1	2	d	3	1133
15	Exp1	10	d	1	4082
15	Exp1	10	d	3	1969
15	Exp1	6	d	1	1692
15	Exp1	14	d	1	1734
15	Exp1	2	d	1	1833
15	Exp1	14	d	1	1712
15	Exp1	6	d	2	1598
16	Exp1	9	d	1	5199
16	Exp1	13	d	1	1629
16	Exp1	13	d	1	1614
16	Exp1	9	d	1	1731
16	Exp1	5	d	1	1526
16	Exp1	1	d	1	1076
16	Exp1	1	d	2	1003
16	Exp1	5	d	1	769
17	Exp1	16	d	3	1882
17	Exp1	4	d	3	1957
17	Exp1	8	d	1	1664
17	Exp1	8	d	3	1147
17	Exp1	4	d	3	2667
17	Exp1	12	d	2	2627
17	Exp1	16	d	1	1534
17	Exp1	12	d	2	2301
18	Exp1	7	d	2	1003
18	Exp1	3	d	1	782
18	Exp1	11	d	3	1737
18	Exp1	15	d	2	1731
18	Exp1	3	d	2	739
18	Exp1	15	d	1	853
18	Exp1	11	d	1	1035
18	Exp1	7	d	1	577
19	Exp1	14	d	2	1371
19	Exp1	6	d	3	816
19	Exp1	14	d	1	977
19	Exp1	6	d	2	1207
19	Exp1	2	d	3	952
19	Exp1	10	d	1	3498
19	Exp1	10	d	2	1650
19	Exp1	2	d	2	1446
2	Exp1	3	d	1	2193
2	Exp1	15	d	1	2864
2	Exp1	15	d	2	6493
2	Exp1	11	d	3	1570
2	Exp1	3	d	3	1710
2	Exp1	7	d	1	1814
2	Exp1	11	d	1	1511
2	Exp1	7	d	3	1586
20	Exp1	1	d	1	2771
20	Exp1	9	d	1	2519
20	Exp1	5	d	3	2493
20	Exp1	13	d	2	1612
20	Exp1	5	d	2	2471
20	Exp1	13	d	2	3038
20	Exp1	9	d	1	1783
20	Exp1	1	d	1	1668
21	Exp1	8	d	1	1171
21	Exp1	4	d	2	1205
21	Exp1	16	d	1	959
21	Exp1	4	d	1	1033
21	Exp1	16	d	1	1264
21	Exp1	8	d	3	1153
21	Exp1	12	d	1	809
21	Exp1	12	d	1	806
22	Exp1	7	d	1	1107
22	Exp1	3	d	1	1551
22	Exp1	7	d	1	1844
22	Exp1	11	d	3	938
22	Exp1	15	d	1	1167
22	Exp1	15	d	1	1555
22	Exp1	11	d	2	1551
22	Exp1	3	d	1	1553
23	Exp1	10	d	1	1688
23	Exp1	14	d	2	1907
23	Exp1	2	d	1	1477
23	Exp1	6	d	1	1553
23	Exp1	14	d	1	1574
23	Exp1	6	d	1	1216
23	Exp1	2	d	1	1300
23	Exp1	10	d	1	1241
24	Exp1	13	d	1	1483
24	Exp1	1	d	1	1507
24	Exp1	5	d	1	858
24	Exp1	9	d	1	2102
24	Exp1	13	d	1	2464
24	Exp1	5	d	1	1506
24	Exp1	9	d	2	1501
24	Exp1	1	d	1	1256
25	Exp1	12	d	1	4291
25	Exp1	4	d	1	1963
25	Exp1	12	d	1	2076
25	Exp1	16	d	2	1993
25	Exp1	4	d	1	1730
25	Exp1	8	d	1	1597
25	Exp1	16	d	1	1025
25	Exp1	8	d	2	1613
26	Exp1	11	d	3	1902
26	Exp1	7	d	1	1267
26	Exp1	15	d	1	1039
26	Exp1	15	d	3	1198
26	Exp1	11	d	1	1210
26	Exp1	3	d	1	763
26	Exp1	3	d	2	1082
26	Exp1	7	d	1	1403
27	Exp1	2	d	1	1301
27	Exp1	14	d	2	2812
27	Exp1	10	d	1	1203
27	Exp1	6	d	3	864
27	Exp1	10	d	2	1762
27	Exp1	2	d	1	2200
27	Exp1	14	d	3	1504
27	Exp1	6	d	3	1786
28	Exp1	13	d	2	1974
28	Exp1	5	d	1	1118
28	Exp1	1	d	1	852
28	Exp1	9	d	3	933
28	Exp1	5	d	2	1509
28	Exp1	1	d	2	1163
28	Exp1	13	d	1	1360
28	Exp1	9	d	1	1384
29	Exp1	16	d	1	1926
29	Exp1	4	d	2	493
29	Exp1	12	d	3	3742
29	Exp1	8	d	1	289
29	Exp1	12	d	3	368
29	Exp1	8	d	1	1305
29	Exp1	16	d	1	276
29	Exp1	4	d	1	895
3	Exp1	10	d	2	3254
3	Exp1	6	d	1	1387
3	Exp1	2	d	1	1424
3	Exp1	6	d	2	1381
3	Exp1	14	d	1	1866
3	Exp1	10	d	2	1450
3	Exp1	14	d	1	2054
3	Exp1	2	d	1	2982
30	Exp1	3	d	2	1561
30	Exp1	15	d	1	601
30	Exp1	11	d	3	617
30	Exp1	7	d	1	439
30	Exp1	3	d	2	1025
30	Exp1	15	d	1	758
30	Exp1	7	d	1	1758
30	Exp1	11	d	2	1028
31	Exp1	2	d	3	1132
31	Exp1	10	d	3	974
31	Exp1	6	d	2	1001
31	Exp1	2	d	3	980
31	Exp1	14	d	2	841
31	Exp1	10	d	3	1443
31	Exp1	14	d	2	633
31	Exp1	6	d	3	917
32	Exp1	1	d	1	3316
32	Exp1	5	d	1	2308
32	Exp1	13	d	2	1621
32	Exp1	9	d	1	1423
32	Exp1	13	d	3	1156
32	Exp1	5	d	1	1698
32	Exp1	1	d	1	1464
32	Exp1	9	d	2	1288
33	Exp1	16	d	1	2183
33	Exp1	4	d	1	1713
33	Exp1	8	d	3	3977
33	Exp1	12	d	1	2122
33	Exp1	12	d	1	1789
33	Exp1	16	d	1	1841
33	Exp1	8	d	1	4653
33	Exp1	4	d	1	2531
34	Exp1	11	d	1	3702
34	Exp1	15	d	2	1674
34	Exp1	11	d	1	1998
34	Exp1	7	d	1	3195
34	Exp1	15	d	1	1646
34	Exp1	3	d	1	1785
34	Exp1	7	d	1	2700
34	Exp1	3	d	1	1363
35	Exp1	14	d	1	1041
35	Exp1	6	d	3	1302
35	Exp1	6	d	1	1137
35	Exp1	14	d	1	3797
35	Exp1	2	d	2	1297
35	Exp1	10	d	2	1195
35	Exp1	2	d	2	1155
35	Exp1	10	d	1	1220
36	Exp1	5	d	1	1339
36	Exp1	5	d	1	2683
36	Exp1	1	d	1	987
36	Exp1	13	d	1	1189
36	Exp1	9	d	1	885
36	Exp1	13	d	1	1057
36	Exp1	9	d	1	1247
36	Exp1	1	d	1	808
37	Exp1	8	d	1	3433
37	Exp1	12	d	1	4963
37	Exp1	12	d	2	3169
37	Exp1	8	d	1	2315
37	Exp1	4	d	1	1437
37	Exp1	16	d	2	1761
37	Exp1	4	d	1	1485
37	Exp1	16	d	1	1990
38	Exp1	15	d	3	1578
38	Exp1	11	d	1	1498
38	Exp1	3	d	3	1636
38	Exp1	3	d	1	1088
38	Exp1	11	d	1	822
38	Exp1	15	d	2	1389
38	Exp1	7	d	1	2746
38	Exp1	7	d	1	897
39	Exp1	14	d	1	614
39	Exp1	14	d	2	1442
39	Exp1	2	d	1	3197
39	Exp1	2	d	1	1763
39	Exp1	10	d	2	1236
39	Exp1	6	d	1	2024
39	Exp1	6	d	1	3304
39	Exp1	10	d	3	552
4	Exp1	5	d	1	1574
4	Exp1	9	d	1	2637
4	Exp1	13	d	1	2034
4	Exp1	1	d	2	2031
4	Exp1	1	d	1	2448
4	Exp1	5	d	1	3558
4	Exp1	9	d	3	2189
4	Exp1	13	d	1	2565
40	Exp1	13	d	2	710
40	Exp1	5	d	2	648
40	Exp1	5	d	2	808
40	Exp1	1	d	2	1347
40	Exp1	9	d	3	1569
40	Exp1	9	d	1	1260
40	Exp1	1	d	3	2466
40	Exp1	13	d	2	986
41	Exp1	4	d	1	3815
41	Exp1	12	d	1	1552
41	Exp1	8	d	2	2377
41	Exp1	12	d	1	3789
41	Exp1	4	d	1	1838
41	Exp1	16	d	1	1915
41	Exp1	16	d	1	1263
41	Exp1	8	d	1	918
42	Exp1	7	d	2	1547
42	Exp1	11	d	2	1313
42	Exp1	3	d	1	1136
42	Exp1	15	d	1	1705
42	Exp1	3	d	3	1107
42	Exp1	7	d	1	2738
42	Exp1	11	d	1	3398
42	Exp1	15	d	2	2171
43	Exp1	6	d	2	2775
43	Exp1	10	d	2	496
43	Exp1	2	d	1	601
43	Exp1	14	d	2	941
43	Exp1	6	d	1	661
43	Exp1	14	d	1	632
43	Exp1	2	d	2	631
43	Exp1	10	d	3	437
44	Exp1	1	d	1	2501
44	Exp1	9	d	1	1935
44	Exp1	5	d	2	2010
44	Exp1	1	d	1	722
44	Exp1	13	d	1	1937
44	Exp1	5	d	2	1367
44	Exp1	9	d	2	1051
44	Exp1	13	d	2	830
5	Exp1	8	d	2	996
5	Exp1	16	d	2	873
5	Exp1	4	d	3	785
5	Exp1	4	d	2	645
5	Exp1	8	d	1	986
5	Exp1	16	d	1	1588
5	Exp1	12	d	1	731
5	Exp1	12	d	1	552
6	Exp1	11	d	1	1662
6	Exp1	7	d	1	837
6	Exp1	15	d	1	642
6	Exp1	7	d	1	762
6	Exp1	3	d	1	631
6	Exp1	15	d	1	610
6	Exp1	11	d	1	684
6	Exp1	3	d	1	704
7	Exp1	2	d	1	1466
7	Exp1	6	d	1	1849
7	Exp1	14	d	1	1438
7	Exp1	10	d	1	1765
7	Exp1	14	d	1	1839
7	Exp1	6	d	1	1346
7	Exp1	10	d	2	2046
7	Exp1	2	d	1	1369
8	Exp1	13	d	1	1214
8	Exp1	9	d	2	15246
8	Exp1	5	d	1	19374
8	Exp1	9	d	1	1180
8	Exp1	1	d	1	2330
8	Exp1	5	d	1	3378
8	Exp1	1	d	1	1524
8	Exp1	13	d	1	4485
9	Exp1	8	d	1	6499
9	Exp1	4	d	1	1194
9	Exp1	16	d	1	773
9	Exp1	12	d	1	1791
9	Exp1	8	d	2	958
9	Exp1	12	d	2	684
9	Exp1	4	d	1	680
9	Exp1	16	d	1	621
45	Exp1	16	d	2	1359
45	Exp1	16	d	2	761
45	Exp1	4	d	1	1594
45	Exp1	4	d	1	1816
45	Exp1	12	d	3	648
45	Exp1	12	d	1	442
45	Exp1	8	d	1	915
45	Exp1	8	d	1	1411
46	Exp1	11	d	1	1510
46	Exp1	7	d	1	1665
46	Exp1	3	d	2	3055
46	Exp1	15	d	2	1880
46	Exp1	3	d	1	1603
46	Exp1	7	d	1	1420
46	Exp1	15	d	1	1216
46	Exp1	11	d	1	1965
47	Exp1	10	d	2	1644
47	Exp1	6	d	1	1950
47	Exp1	6	d	1	1436
47	Exp1	2	d	3	1755
47	Exp1	14	d	1	3797
47	Exp1	10	d	2	2983
47	Exp1	14	d	1	1791
47	Exp1	2	d	2	2543
48	Exp1	1	d	1	1274
48	Exp1	13	d	1	1561
48	Exp1	13	d	1	1390
48	Exp1	9	d	1	1865
48	Exp1	9	d	1	1146
48	Exp1	1	d	2	1175
48	Exp1	5	d	2	1169
48	Exp1	5	d	1	1526
49	Exp1	4	d	1	1004
49	Exp1	12	d	1	1433
49	Exp1	16	d	2	1124
49	Exp1	8	d	3	1119
49	Exp1	4	d	2	978
49	Exp1	16	d	1	1030
49	Exp1	12	d	2	517
49	Exp1	8	d	1	1173
50	Exp1	7	d	2	1376
50	Exp1	3	d	3	1744
50	Exp1	7	d	1	9941
50	Exp1	11	d	1	2716
50	Exp1	15	d	3	1556
50	Exp1	11	d	1	2226
50	Exp1	15	d	1	2116
50	Exp1	3	d	2	2249
51	Exp1	6	d	2	1521
51	Exp1	10	d	3	929
51	Exp1	14	d	1	1115
51	Exp1	2	d	3	1838
51	Exp1	6	d	2	901
51	Exp1	10	d	3	927
51	Exp1	14	d	2	1173
51	Exp1	2	d	2	884
52	Exp1	13	d	2	1057
52	Exp1	5	d	2	1173
52	Exp1	9	d	3	784
52	Exp1	9	d	1	805
52	Exp1	1	d	2	795
52	Exp1	13	d	2	1752
52	Exp1	1	d	3	850
52	Exp1	5	d	3	974
53	Exp1	12	d	2	1878
53	Exp1	4	d	1	1886
53	Exp1	16	d	3	1322
53	Exp1	16	d	1	2243
53	Exp1	4	d	1	3421
53	Exp1	12	d	1	1194
53	Exp1	8	d	1	2595
53	Exp1	8	d	1	3422
