Subject_id,I1_duration,I2_direction,Response_result
4,2000,1,1
4,2000,-1,1
4,2000,1,1
4,2000,1,1
4,2000,-1,1
4,2000,1,1
4,2000,-1,1
4,2000,-1,1
4,2000,1,1
4,2000,-1,1
4,2000,1,1
4,2000,-1,1
4,2000,-1,1
4,2000,1,1
4,2000,1,1
4,2000,1,1
4,2000,1,0
4,2000,-1,1
4,2000,-1,0
4,2000,1,0
4,2000,1,0
4,2500,-1,1
4,2500,1,1
4,2500,-1,1
4,2500,-1,1
4,2500,-1,1
4,2500,-1,1
4,2500,-1,1
4,2500,-1,1
4,2500,-1,1
4,2500,-1,1
4,2500,1,0
4,2500,-1,0
4,2500,-1,0
4,2500,-1,1
4,2500,1,1
4,2500,1,1
4,2500,-1,1
4,2500,1,1
4,2500,1,1
4,2500,1,0
4,2500,-1,1
4,2500,1,1
4,2500,-1,0
4,2500,1,1
4,2500,-1,1
4,2500,-1,1
4,2500,1,1
4,2500,1,0
4,2500,-1,1
4,2500,-1,0
4,2500,1,1
4,2500,-1,1
4,2500,-1,1
4,2500,1,1
4,2500,-1,1
4,2500,1,1
4,2500,-1,1
4,2500,-1,1
4,2500,1,1
4,2500,1,1
4,2500,1,1
4,2500,1,1
4,2500,1,0
4,2500,-1,1
4,2500,-1,1
4,2500,-1,0
4,2500,-1,1
4,2500,1,1
4,2500,1,1
4,2500,1,1
4,2500,-1,1
4,2500,-1,1
4,2500,1,1
4,2500,-1,1
4,2500,1,1
4,2500,1,0
4,2500,1,1
4,2500,1,0
4,2500,-1,1
4,2500,-1,1
4,2500,1,1
4,2500,1,1
4,2500,-1,0
4,2500,-1,1
4,2500,-1,1
4,2500,1,1
4,2500,-1,1
4,2500,-1,1
4,2500,1,1
4,2500,1,1
4,2500,1,1
4,2500,1,1
4,2500,1,1
4,2500,1,1
4,2500,-1,1
4,2500,1,1
4,2500,1,1
4,2500,-1,1
4,2500,-1,1
4,2500,1,1
4,3000,1,1
4,3000,-1,1
4,3000,1,1
4,3000,1,1
4,3000,-1,1
4,3000,-1,0
4,3000,-1,1
4,3000,-1,1
4,3000,1,1
4,3000,-1,1
4,3000,1,1
4,3000,1,1
4,3000,-1,0
4,3000,-1,0
4,3000,-1,1
4,3000,-1,1
4,3000,-1,1
4,3000,-1,1
4,3000,-1,0
4,3000,1,1
4,3000,1,1
4,3000,-1,1
4,3000,1,1
4,3000,1,1
4,3000,-1,0
4,3000,1,0
4,3000,-1,1
4,3000,-1,0
4,3000,1,1
4,3000,1,1
4,3000,1,1
4,3000,1,1
4,3000,-1,1
4,3000,1,1
4,3000,1,1
4,3000,-1,1
4,3000,-1,1
4,3000,1,1
4,3000,1,1
4,3000,-1,1
4,3000,1,1
4,3000,1,1
4,3000,-1,1
4,3000,-1,1
4,3000,1,1
4,3000,-1,1
4,3000,-1,1
4,3000,-1,1
4,3000,1,1
4,3000,1,1
4,3000,-1,1
4,3000,1,1
4,3000,-1,1
4,3000,1,1
4,3000,-1,1
4,3000,1,1
4,3000,1,1
4,3000,-1,1
4,3000,1,1
4,3000,1,1
4,3000,1,1
4,3000,-1,0
4,3000,-1,1
4,3000,-1,1
4,3000,-1,1
4,3000,-1,1
4,3000,-1,1
4,3000,1,1
4,3000,-1,1
4,3000,-1,1
4,3000,1,1
4,3000,1,1
4,3000,1,1
4,3000,1,1
4,3000,-1,1
4,3000,1,1
4,3000,-1,1
4,3000,-1,0
4,3000,-1,1
4,3000,1,1
5,1000,1,1
5,1000,-1,1
5,1000,1,1
5,1000,-1,1
5,1000,1,0
5,1000,-1,1
5,1000,-1,1
5,1000,-1,1
5,1000,-1,1
5,1000,1,0
5,1000,1,1
5,1000,1,1
5,1000,-1,1
5,1000,1,0
5,1000,1,1
5,1000,1,0
5,1000,1,0
5,1000,-1,1
5,1000,-1,1
5,1000,1,1
5,1000,-1,1
5,1000,-1,0
5,1000,-1,0
5,1000,1,0
5,1000,-1,1
5,1000,-1,1
5,1000,-1,1
5,1000,1,1
5,1000,1,1
5,1000,1,0
5,1000,-1,1
5,1000,1,0
5,1000,1,1
5,1000,-1,0
5,1000,1,0
5,1000,1,0
5,1000,-1,1
5,1000,1,0
5,1000,1,0
5,1000,-1,1
5,1000,-1,1
5,1000,-1,1
5,1000,-1,1
5,1000,1,0
5,1000,1,1
5,1000,-1,1
5,1000,1,0
5,1000,-1,1
5,1000,1,1
5,1000,-1,1
5,1000,-1,1
5,1000,-1,1
5,1000,-1,1
5,1000,1,0
5,1000,-1,1
5,1000,1,0
5,1000,-1,1
5,1000,-1,1
5,1000,1,0
5,1000,-1,1
5,1000,-1,1
5,1000,1,0
5,1000,1,0
5,1000,1,1
5,1000,-1,1
5,1000,-1,1
5,1000,1,0
5,1000,1,1
5,1000,1,1
5,1000,-1,1
5,1000,-1,1
5,1000,1,0
5,1000,1,1
5,1000,1,0
5,1000,1,0
5,1000,-1,1
5,1000,-1,1
5,1000,1,1
5,1000,1,0
5,1000,1,1
5,1500,1,1
5,1500,1,1
5,1500,-1,1
5,1500,1,1
5,1500,-1,0
5,1500,1,1
5,1500,-1,1
5,1500,-1,1
5,1500,1,0
5,1500,1,1
5,1500,1,1
5,1500,-1,1
5,1500,1,1
5,1500,1,0
5,1500,1,0
5,1500,-1,1
5,1500,1,1
5,1500,1,1
5,1500,-1,1
5,1500,1,0
5,1500,-1,1
5,1500,-1,1
5,1500,1,0
5,1500,1,0
5,1500,-1,1
5,1500,1,0
5,1500,-1,1
5,1500,1,0
5,1500,-1,1
5,1500,1,0
5,1500,1,1
5,1500,-1,1
5,1500,1,1
5,1500,-1,0
5,1500,1,1
5,1500,1,1
5,1500,-1,0
5,1500,-1,1
5,1500,-1,1
5,1500,1,0
5,1500,-1,1
5,1500,1,1
5,1500,-1,1
5,1500,1,1
5,1500,1,1
5,1500,1,1
5,1500,1,1
5,1500,1,1
5,1500,-1,1
5,1500,-1,1
5,1500,1,0
5,1500,-1,0
5,1500,-1,1
5,1500,-1,1
5,1500,1,0
5,1500,-1,0
5,1500,-1,1
5,1500,1,0
5,1500,1,1
5,1500,-1,1
5,1500,1,1
5,1500,1,1
5,1500,1,1
5,1500,1,1
5,1500,-1,0
5,1500,-1,1
5,1500,1,1
5,1500,1,1
5,1500,-1,1
5,1500,-1,1
5,1500,1,0
5,1500,1,1
5,1500,1,0
5,1500,1,0
5,1500,1,0
5,1500,-1,1
5,1500,-1,1
5,1500,-1,1
5,1500,1,1
5,1500,-1,0
5,2000,1,1
5,2000,-1,1
5,2000,-1,1
5,2000,1,0
5,2000,-1,1
5,2000,1,1
5,2000,-1,0
5,2000,1,1
5,2000,-1,0
5,2000,-1,1
5,2000,-1,1
5,2000,1,1
5,2000,1,1
5,2000,1,0
5,2000,-1,1
5,2000,-1,1
5,2000,1,1
5,2000,-1,1
5,2000,1,1
5,2000,-1,0
5,2000,-1,0
5,2000,1,1
5,2000,1,1
5,2000,-1,1
5,2000,1,1
5,2000,1,1
5,2000,-1,1
5,2000,1,1
5,2000,1,1
5,2000,1,1
5,2000,1,1
5,2000,-1,1
5,2000,1,1
5,2000,1,1
5,2000,1,1
5,2000,-1,1
5,2000,1,1
5,2000,-1,1
5,2000,1,0
5,2000,-1,1
5,2000,-1,1
5,2000,-1,1
5,2000,-1,1
5,2000,1,1
5,2000,1,0
5,2000,-1,1
5,2000,-1,1
5,2000,1,0
5,2000,1,1
5,2000,1,0
5,2000,-1,1
5,2000,1,1
5,2000,1,0
5,2000,1,0
5,2000,-1,0
5,2000,1,0
5,2000,-1,1
5,2000,1,0
5,2000,1,0
5,2000,-1,1
5,2000,-1,1
5,2000,-1,1
5,2000,1,0
5,2000,-1,1
5,2000,-1,1
5,2000,-1,1
5,2000,1,1
5,2000,-1,1
5,2000,1,1
5,2000,-1,0
5,2000,-1,1
5,2000,-1,1
5,2000,1,1
5,2000,1,1
5,2000,-1,0
5,2000,-1,1
5,2000,-1,1
5,2000,-1,1
5,2000,-1,0
5,2000,1,0
5,2500,-1,1
5,2500,-1,1
5,2500,1,1
5,2500,1,0
5,2500,-1,1
5,2500,1,0
5,2500,-1,1
5,2500,-1,1
5,2500,-1,1
5,2500,-1,1
5,2500,1,1
5,2500,1,1
5,2500,1,1
5,2500,-1,1
5,2500,1,1
5,2500,-1,1
5,2500,1,1
5,2500,1,1
5,2500,-1,1
5,2500,-1,1
5,2500,1,0
5,2500,-1,1
5,2500,1,1
5,2500,-1,1
5,2500,-1,0
5,2500,-1,0
5,2500,1,1
5,2500,-1,1
5,2500,1,0
5,2500,1,1
5,2500,1,0
5,2500,-1,1
5,2500,-1,1
5,2500,-1,1
5,2500,-1,0
5,2500,-1,1
5,2500,1,0
5,2500,-1,0
5,2500,1,1
5,2500,-1,1
5,2500,-1,0
5,2500,-1,1
5,2500,-1,1
5,2500,1,1
5,2500,-1,1
5,2500,-1,1
5,2500,-1,1
5,2500,1,0
5,2500,1,1
5,2500,-1,0
5,2500,-1,1
5,2500,1,1
5,2500,-1,1
5,2500,1,1
5,2500,1,1
5,2500,1,0
5,2500,-1,0
5,2500,-1,1
5,2500,1,0
5,2500,1,0
5,2500,1,1
5,2500,1,0
5,2500,-1,0
5,2500,-1,0
5,2500,1,1
5,2500,-1,1
5,2500,-1,1
5,2500,1,1
5,2500,-1,1
5,2500,1,0
5,2500,1,0
5,2500,-1,1
5,2500,-1,1
5,2500,-1,1
5,2500,1,0
5,2500,1,1
5,2500,1,1
5,2500,-1,1
5,2500,-1,1
5,2500,1,1
5,3000,1,0
5,3000,-1,1
5,3000,1,1
5,3000,-1,1
5,3000,1,1
5,3000,1,1
5,3000,1,1
5,3000,-1,1
5,3000,-1,1
5,3000,-1,1
5,3000,-1,1
5,3000,-1,1
5,3000,-1,0
5,3000,-1,0
5,3000,1,1
5,3000,1,1
5,3000,-1,1
5,3000,-1,1
5,3000,-1,1
5,3000,-1,1
5,3000,-1,1
5,3000,-1,0
5,3000,1,1
5,3000,-1,1
5,3000,-1,1
5,3000,1,1
5,3000,1,1
5,3000,-1,1
5,3000,-1,1
5,3000,1,1
5,3000,1,1
5,3000,1,1
5,3000,1,1
5,3000,1,0
5,3000,-1,0
5,3000,1,1
5,3000,-1,1
5,3000,1,1
5,3000,-1,1
5,3000,1,1
5,3000,1,0
5,3000,-1,1
5,3000,-1,1
5,3000,1,1
5,3000,-1,1
5,3000,1,1
5,3000,1,1
5,3000,1,1
5,3000,-1,1
5,3000,1,1
5,3000,-1,0
5,3000,-1,0
5,3000,-1,0
5,3000,1,1
5,3000,1,1
5,3000,-1,1
5,3000,1,1
5,3000,-1,1
5,3000,-1,1
5,3000,1,0
5,3000,1,1
5,3000,-1,1
5,3000,-1,1
5,3000,1,1
5,3000,1,0
5,3000,1,1
5,3000,-1,1
5,3000,-1,1
5,3000,-1,0
5,3000,1,1
5,3000,1,1
5,3000,-1,1
5,3000,1,1
5,3000,1,1
5,3000,-1,1
5,3000,1,1
5,3000,-1,1
5,3000,-1,1
5,3000,1,0
5,3000,1,1
6,1000,-1,1
6,1000,-1,1
6,1000,1,0
6,1000,-1,1
6,1000,1,1
6,1000,-1,1
6,1000,-1,1
6,1000,1,0
6,1000,1,0
6,1000,-1,1
6,1000,1,0
6,1000,1,0
6,1000,-1,1
6,1000,1,1
6,1000,-1,1
6,1000,-1,1
6,1000,-1,1
6,1000,-1,1
6,1000,-1,1
6,1000,1,0
6,1000,1,1
6,1000,1,1
6,1000,-1,1
6,1000,-1,1
6,1000,1,0
6,1000,-1,1
6,1000,-1,1
6,1000,1,0
6,1000,-1,1
6,1000,1,0
6,1000,1,1
6,1000,1,1
6,1000,-1,1
6,1000,1,0
6,1000,-1,1
6,1000,-1,1
6,1000,1,0
6,1000,-1,1
6,1000,1,1
6,1000,1,0
6,1000,1,1
6,1000,-1,1
6,1000,1,1
6,1000,1,0
6,1000,-1,1
6,1000,1,0
6,1000,-1,1
6,1000,1,0
6,1000,1,0
6,1000,-1,1
6,1000,-1,1
6,1000,1,1
6,1000,1,1
6,1000,-1,1
6,1000,1,1
6,1000,-1,1
6,1000,1,1
6,1000,1,0
6,1000,-1,1
6,1000,1,1
6,1000,-1,1
6,1000,1,0
6,1000,-1,1
6,1000,-1,1
6,1000,-1,0
6,1000,1,1
6,1000,-1,1
6,1000,-1,1
6,1000,1,1
6,1000,-1,1
6,1000,-1,1
6,1000,-1,1
6,1000,1,1
6,1000,-1,1
6,1000,1,0
6,1000,1,0
6,1000,1,0
6,1000,1,1
6,1000,-1,1
6,1000,1,1
6,1500,1,1
6,1500,1,1
6,1500,-1,1
6,1500,1,1
6,1500,-1,1
6,1500,-1,1
6,1500,-1,1
6,1500,-1,1
6,1500,1,1
6,1500,-1,1
6,1500,1,1
6,1500,1,0
6,1500,1,0
6,1500,1,1
6,1500,1,1
6,1500,1,0
6,1500,1,1
6,1500,1,1
6,1500,-1,0
6,1500,-1,0
6,1500,-1,1
6,1500,1,1
6,1500,1,1
6,1500,-1,0
6,1500,1,1
6,1500,1,1
6,1500,-1,1
6,1500,1,1
6,1500,1,0
6,1500,1,0
6,1500,-1,1
6,1500,1,1
6,1500,-1,1
6,1500,1,1
6,1500,-1,0
6,1500,-1,1
6,1500,-1,0
6,1500,-1,1
6,1500,-1,0
6,1500,1,0
6,1500,1,0
6,1500,1,1
6,1500,1,1
6,1500,-1,1
6,1500,-1,0
6,1500,1,0
6,1500,-1,1
6,1500,-1,1
6,1500,1,1
6,1500,-1,0
6,1500,-1,0
6,1500,1,0
6,1500,1,1
6,1500,-1,1
6,1500,1,0
6,1500,1,1
6,1500,-1,1
6,1500,-1,1
6,1500,1,1
6,1500,-1,1
6,1500,1,1
6,1500,-1,1
6,1500,-1,0
6,1500,1,0
6,1500,-1,1
6,1500,-1,1
6,1500,1,1
6,1500,-1,1
6,1500,1,1
6,1500,1,1
6,1500,-1,1
6,1500,1,0
6,1500,1,1
6,1500,-1,0
6,1500,1,1
6,1500,1,0
6,1500,-1,1
6,1500,-1,1
6,1500,1,1
6,1500,-1,1
6,2000,-1,1
6,2000,1,1
6,2000,-1,1
6,2000,-1,1
6,2000,-1,1
6,2000,-1,1
6,2000,-1,1
6,2000,1,1
6,2000,-1,0
6,2000,1,1
6,2000,1,1
6,2000,1,1
6,2000,-1,1
6,2000,-1,1
6,2000,-1,1
6,2000,1,0
6,2000,-1,0
6,2000,1,1
6,2000,-1,0
6,2000,-1,1
6,2000,1,1
6,2000,1,1
6,2000,1,1
6,2000,-1,0
6,2000,-1,0
6,2000,1,0
6,2000,-1,1
6,2000,-1,1
6,2000,-1,1
6,2000,-1,1
6,2000,-1,1
6,2000,1,1
6,2000,-1,0
6,2000,1,1
6,2000,-1,1
6,2000,1,1
6,2000,-1,0
6,2000,1,1
6,2000,1,1
6,2000,-1,1
6,2000,1,1
6,2000,1,1
6,2000,-1,0
6,2000,-1,0
6,2000,1,1
6,2000,1,0
6,2000,1,1
6,2000,-1,1
6,2000,-1,1
6,2000,1,1
6,2000,-1,0
6,2000,-1,1
6,2000,1,1
6,2000,-1,0
6,2000,-1,1
6,2000,1,0
6,2000,1,1
6,2000,1,0
6,2000,-1,1
6,2000,-1,1
6,2000,-1,1
6,2000,-1,1
6,2000,1,1
6,2000,-1,0
6,2000,-1,1
6,2000,-1,1
6,2000,1,1
6,2000,-1,1
6,2000,-1,1
6,2000,1,1
6,2000,-1,1
6,2000,1,0
6,2000,1,1
6,2000,-1,1
6,2000,-1,0
6,2000,1,1
6,2000,1,1
6,2000,1,1
6,2000,-1,1
6,2000,1,0
6,2500,1,1
6,2500,1,1
6,2500,-1,0
6,2500,1,1
6,2500,-1,0
6,2500,-1,1
6,2500,1,1
6,2500,-1,1
6,2500,-1,0
6,2500,1,1
6,2500,-1,0
6,2500,1,1
6,2500,-1,0
6,2500,1,1
6,2500,-1,1
6,2500,1,1
6,2500,-1,1
6,2500,1,1
6,2500,1,1
6,2500,-1,0
6,2500,-1,0
6,2500,1,1
6,2500,1,1
