Subject,Item,Condition,ReactionTime,Accuracy,Cloze,Assoc
S06,I001,A,1190,1,0.75,5.0
S06,I001,A,1190,1,0.75,5.0
S06,I001,A,1190,1,0.75,5.0
S06,I001,A,1190,1,0.75,5.0
S06,I001,A,1190,1,0.75,5.0
S08,I001,A,1668,1,0.75,5.0
S08,I001,A,1668,1,0.75,5.0
S08,I001,A,1668,1,0.75,5.0
S08,I001,A,1668,1,0.75,5.0
S08,I001,A,1668,1,0.75,5.0
S12,I001,A,3049,1,0.75,5.0
S12,I001,A,3049,1,0.75,5.0
S12,I001,A,3049,1,0.75,5.0
S12,I001,A,3049,1,0.75,5.0
S12,I001,A,3049,1,0.75,5.0
S17,I001,A,728,0,0.75,5.0
S17,I001,A,728,0,0.75,5.0
S17,I001,A,728,0,0.75,5.0
S17,I001,A,728,0,0.75,5.0
S17,I001,A,728,0,0.75,5.0
S18,I001,A,793,1,0.75,5.0
S18,I001,A,793,1,0.75,5.0
S18,I001,A,793,1,0.75,5.0
S18,I001,A,793,1,0.75,5.0
S18,I001,A,793,1,0.75,5.0
S20,I001,A,1383,1,0.75,5.0
S20,I001,A,1383,1,0.75,5.0
S20,I001,A,1383,1,0.75,5.0
S20,I001,A,1383,1,0.75,5.0
S20,I001,A,1383,1,0.75,5.0
S23,I001,A,950,1,0.75,5.0
S23,I001,A,950,1,0.75,5.0
S23,I001,A,950,1,0.75,5.0
S23,I001,A,950,1,0.75,5.0
S23,I001,A,950,1,0.75,5.0
S27,I001,A,762,1,0.75,5.0
S27,I001,A,762,1,0.75,5.0
S27,I001,A,762,1,0.75,5.0
S27,I001,A,762,1,0.75,5.0
S27,I001,A,762,1,0.75,5.0
S34,I001,A,743,1,0.75,5.0
S34,I001,A,743,1,0.75,5.0
S34,I001,A,743,1,0.75,5.0
S34,I001,A,743,1,0.75,5.0
S34,I001,A,743,1,0.75,5.0
S37,I001,A,1080,1,0.75,5.0
S37,I001,A,1080,1,0.75,5.0
S37,I001,A,1080,1,0.75,5.0
S37,I001,A,1080,1,0.75,5.0
S37,I001,A,1080,1,0.75,5.0
S39,I001,A,888,1,0.75,5.0
S39,I001,A,888,1,0.75,5.0
S39,I001,A,888,1,0.75,5.0
S39,I001,A,888,1,0.75,5.0
S48,I001,A,740,1,0.75,5.0
S48,I001,A,740,1,0.75,5.0
S48,I001,A,740,1,0.75,5.0
S48,I001,A,740,1,0.75,5.0
S48,I001,A,740,1,0.75,5.0
S01,I001,B,590,1,0.67,2.15
S01,I001,B,590,1,0.67,2.15
S01,I001,B,590,1,0.67,2.15
S01,I001,B,590,1,0.67,2.15
S01,I001,B,590,1,0.67,2.15
S10,I001,B,569,1,0.67,2.15
S10,I001,B,569,1,0.67,2.15
S10,I001,B,569,1,0.67,2.15
S10,I001,B,569,1,0.67,2.15
S11,I001,B,530,1,0.67,2.15
S11,I001,B,530,1,0.67,2.15
S11,I001,B,530,1,0.67,2.15
S11,I001,B,530,1,0.67,2.15
S11,I001,B,530,1,0.67,2.15
S16,I001,B,540,1,0.67,2.15
S16,I001,B,540,1,0.67,2.15
S16,I001,B,540,1,0.67,2.15
S16,I001,B,540,1,0.67,2.15
S16,I001,B,540,1,0.67,2.15
S22,I001,B,763,1,0.67,2.15
S22,I001,B,763,1,0.67,2.15
S22,I001,B,763,1,0.67,2.15
S22,I001,B,763,1,0.67,2.15
S22,I001,B,763,1,0.67,2.15
S25,I001,B,863,1,0.67,2.15
S25,I001,B,863,1,0.67,2.15
S25,I001,B,863,1,0.67,2.15
S25,I001,B,863,1,0.67,2.15
S25,I001,B,863,1,0.67,2.15
S29,I001,B,782,1,0.67,2.15
S29,I001,B,782,1,0.67,2.15
S29,I001,B,782,1,0.67,2.15
S29,I001,B,782,1,0.67,2.15
S29,I001,B,782,1,0.67,2.15
S36,I001,B,699,1,0.67,2.15
S36,I001,B,699,1,0.67,2.15
S36,I001,B,699,1,0.67,2.15
S36,I001,B,699,1,0.67,2.15
S36,I001,B,699,1,0.67,2.15
S38,I001,B,1077,1,0.67,2.15
S38,I001,B,1077,1,0.67,2.15
S38,I001,B,1077,1,0.67,2.15
S38,I001,B,1077,1,0.67,2.15
S38,I001,B,1077,1,0.67,2.15
S44,I001,B,4461,1,0.67,2.15
S44,I001,B,4461,1,0.67,2.15
S44,I001,B,4461,1,0.67,2.15
S44,I001,B,4461,1,0.67,2.15
S44,I001,B,4461,1,0.67,2.15
S45,I001,B,788,1,0.67,2.15
S45,I001,B,788,1,0.67,2.15
S45,I001,B,788,1,0.67,2.15
S45,I001,B,788,1,0.67,2.15
S45,I001,B,788,1,0.67,2.15
S52,I001,B,1351,1,0.67,2.15
S52,I001,B,1351,1,0.67,2.15
S52,I001,B,1351,1,0.67,2.15
S52,I001,B,1351,1,0.67,2.15
S52,I001,B,1351,1,0.67,2.15
S05,I001,C,585,1,0.0,5.0
S05,I001,C,585,1,0.0,5.0
S05,I001,C,585,1,0.0,5.0
S05,I001,C,585,1,0.0,5.0
S05,I001,C,585,1,0.0,5.0
S09,I001,C,535,0,0.0,5.0
S09,I001,C,535,0,0.0,5.0
S09,I001,C,535,0,0.0,5.0
S09,I001,C,535,0,0.0,5.0
S09,I001,C,535,0,0.0,5.0
S14,I001,C,861,1,0.0,5.0
S14,I001,C,861,1,0.0,5.0
S14,I001,C,861,1,0.0,5.0
S14,I001,C,861,1,0.0,5.0
S14,I001,C,861,1,0.0,5.0
S21,I001,C,974,1,0.0,5.0
S21,I001,C,974,1,0.0,5.0
S21,I001,C,974,1,0.0,5.0
S21,I001,C,974,1,0.0,5.0
S21,I001,C,974,1,0.0,5.0
S24,I001,C,676,1,0.0,5.0
S24,I001,C,676,1,0.0,5.0
S24,I001,C,676,1,0.0,5.0
S24,I001,C,676,1,0.0,5.0
S24,I001,C,676,1,0.0,5.0
S26,I001,C,791,0,0.0,5.0
S26,I001,C,791,0,0.0,5.0
S26,I001,C,791,0,0.0,5.0
S26,I001,C,791,0,0.0,5.0
S26,I001,C,791,0,0.0,5.0
S30,I001,C,663,1,0.0,5.0
S30,I001,C,663,1,0.0,5.0
S30,I001,C,663,1,0.0,5.0
S30,I001,C,663,1,0.0,5.0
S30,I001,C,663,1,0.0,5.0
S32,I001,C,668,1,0.0,5.0
S32,I001,C,668,1,0.0,5.0
S32,I001,C,668,1,0.0,5.0
S32,I001,C,668,1,0.0,5.0
S32,I001,C,668,1,0.0,5.0
S41,I001,C,3007,1,0.0,5.0
S41,I001,C,3007,1,0.0,5.0
S41,I001,C,3007,1,0.0,5.0
S41,I001,C,3007,1,0.0,5.0
S41,I001,C,3007,1,0.0,5.0
S43,I001,C,603,1,0.0,5.0
S43,I001,C,603,1,0.0,5.0
S43,I001,C,603,1,0.0,5.0
S43,I001,C,603,1,0.0,5.0
S43,I001,C,603,1,0.0,5.0
S47,I001,C,870,1,0.0,5.0
S47,I001,C,870,1,0.0,5.0
S47,I001,C,870,1,0.0,5.0
S47,I001,C,870,1,0.0,5.0
S55,I001,C,720,1,0.0,5.0
S55,I001,C,720,1,0.0,5.0
S55,I001,C,720,1,0.0,5.0
S55,I001,C,720,1,0.0,5.0
S55,I001,C,720,1,0.0,5.0
S02,I001,D,651,1,0.0,2.15
S02,I001,D,651,1,0.0,2.15
S02,I001,D,651,1,0.0,2.15
S02,I001,D,651,1,0.0,2.15
S02,I001,D,651,1,0.0,2.15
S03,I001,D,2105,0,0.0,2.15
S03,I001,D,2105,0,0.0,2.15
S03,I001,D,2105,0,0.0,2.15
S03,I001,D,2105,0,0.0,2.15
S03,I001,D,2105,0,0.0,2.15
S04,I001,D,1950,1,0.0,2.15
S04,I001,D,1950,1,0.0,2.15
S04,I001,D,1950,1,0.0,2.15
S04,I001,D,1950,1,0.0,2.15
S04,I001,D,1950,1,0.0,2.15
S13,I001,D,381,1,0.0,2.15
S13,I001,D,381,1,0.0,2.15
S13,I001,D,381,1,0.0,2.15
S13,I001,D,381,1,0.0,2.15
S13,I001,D,381,1,0.0,2.15
S28,I001,D,693,1,0.0,2.15
S28,I001,D,693,1,0.0,2.15
S28,I001,D,693,1,0.0,2.15
S28,I001,D,693,1,0.0,2.15
S28,I001,D,693,1,0.0,2.15
S33,I001,D,1228,1,0.0,2.15
S33,I001,D,1228,1,0.0,2.15
S33,I001,D,1228,1,0.0,2.15
S33,I001,D,1228,1,0.0,2.15
S33,I001,D,1228,1,0.0,2.15
S35,I001,D,1237,1,0.0,2.15
S35,I001,D,1237,1,0.0,2.15
S35,I001,D,1237,1,0.0,2.15
S35,I001,D,1237,1,0.0,2.15
S35,I001,D,1237,1,0.0,2.15
S40,I001,D,767,1,0.0,2.15
S40,I001,D,767,1,0.0,2.15
S40,I001,D,767,1,0.0,2.15
S40,I001,D,767,1,0.0,2.15
S40,I001,D,767,1,0.0,2.15
S50,I001,D,1029,1,0.0,2.15
S50,I001,D,1029,1,0.0,2.15
S50,I001,D,1029,1,0.0,2.15
S50,I001,D,1029,1,0.0,2.15
S50,I001,D,1029,1,0.0,2.15
S51,I001,D,873,1,0.0,2.15
S51,I001,D,873,1,0.0,2.15
S51,I001,D,873,1,0.0,2.15
S51,I001,D,873,1,0.0,2.15
S51,I001,D,873,1,0.0,2.15
S53,I001,D,1356,1,0.0,2.15
S53,I001,D,1356,1,0.0,2.15
S53,I001,D,1356,1,0.0,2.15
S53,I001,D,1356,1,0.0,2.15
S53,I001,D,1356,1,0.0,2.15
S54,I001,D,623,1,0.0,2.15
S54,I001,D,623,1,0.0,2.15
S54,I001,D,623,1,0.0,2.15
S54,I001,D,623,1,0.0,2.15
S54,I001,D,623,1,0.0,2.15
S02,I002,A,876,1,0.67,5.05
S02,I002,A,876,1,0.67,5.05
S02,I002,A,876,1,0.67,5.05
S02,I002,A,876,1,0.67,5.05
S02,I002,A,876,1,0.67,5.05
S03,I002,A,1474,1,0.67,5.05
S03,I002,A,1474,1,0.67,5.05
S03,I002,A,1474,1,0.67,5.05
S03,I002,A,1474,1,0.67,5.05
S03,I002,A,1474,1,0.67,5.05
S04,I002,A,741,1,0.67,5.05
S04,I002,A,741,1,0.67,5.05
S04,I002,A,741,1,0.67,5.05
S04,I002,A,741,1,0.67,5.05
S04,I002,A,741,1,0.67,5.05
S13,I002,A,617,1,0.67,5.05
S13,I002,A,617,1,0.67,5.05
S13,I002,A,617,1,0.67,5.05
S13,I002,A,617,1,0.67,5.05
S13,I002,A,617,1,0.67,5.05
S28,I002,A,900,1,0.67,5.05
S28,I002,A,900,1,0.67,5.05
S28,I002,A,900,1,0.67,5.05
S28,I002,A,900,1,0.67,5.05
S28,I002,A,900,1,0.67,5.05
S33,I002,A,1310,1,0.67,5.05
S33,I002,A,1310,1,0.67,5.05
S33,I002,A,1310,1,0.67,5.05
S33,I002,A,1310,1,0.67,5.05
S33,I002,A,1310,1,0.67,5.05
S35,I002,A,1300,1,0.67,5.05
S35,I002,A,1300,1,0.67,5.05
S35,I002,A,1300,1,0.67,5.05
S35,I002,A,1300,1,0.67,5.05
S35,I002,A,1300,1,0.67,5.05
S40,I002,A,1134,1,0.67,5.05
S40,I002,A,1134,1,0.67,5.05
S40,I002,A,1134,1,0.67,5.05
S40,I002,A,1134,1,0.67,5.05
S40,I002,A,1134,1,0.67,5.05
S50,I002,A,904,1,0.67,5.05
S50,I002,A,904,1,0.67,5.05
S50,I002,A,904,1,0.67,5.05
S50,I002,A,904,1,0.67,5.05
S50,I002,A,904,1,0.67,5.05
S51,I002,A,1403,1,0.67,5.05
S51,I002,A,1403,1,0.67,5.05
S51,I002,A,1403,1,0.67,5.05
S51,I002,A,1403,1,0.67,5.05
S51,I002,A,1403,1,0.67,5.05
S53,I002,A,1334,1,0.67,5.05
S53,I002,A,1334,1,0.67,5.05
S53,I002,A,1334,1,0.67,5.05
S53,I002,A,1334,1,0.67,5.05
S53,I002,A,1334,1,0.67,5.05
S54,I002,A,588,1,0.67,5.05
S54,I002,A,588,1,0.67,5.05
S54,I002,A,588,1,0.67,5.05
S54,I002,A,588,1,0.67,5.05
S54,I002,A,588,1,0.67,5.05
S06,I002,B,541,1,0.75,1.3
S06,I002,B,541,1,0.75,1.3
S06,I002,B,541,1,0.75,1.3
S06,I002,B,541,1,0.75,1.3
S06,I002,B,541,1,0.75,1.3
S08,I002,B,1012,1,0.75,1.3
S08,I002,B,1012,1,0.75,1.3
S08,I002,B,1012,1,0.75,1.3
S08,I002,B,1012,1,0.75,1.3
S08,I002,B,1012,1,0.75,1.3
S12,I002,B,1086,1,0.75,1.3
S12,I002,B,1086,1,0.75,1.3
S12,I002,B,1086,1,0.75,1.3
S12,I002,B,1086,1,0.75,1.3
S12,I002,B,1086,1,0.75,1.3
S17,I002,B,1694,1,0.75,1.3
S17,I002,B,1694,1,0.75,1.3
S17,I002,B,1694,1,0.75,1.3
S17,I002,B,1694,1,0.75,1.3
S17,I002,B,1694,1,0.75,1.3
S18,I002,B,1381,1,0.75,1.3
S18,I002,B,1381,1,0.75,1.3
S18,I002,B,1381,1,0.75,1.3
S18,I002,B,1381,1,0.75,1.3
S18,I002,B,1381,1,0.75,1.3
S20,I002,B,1182,1,0.75,1.3
S20,I002,B,1182,1,0.75,1.3
S20,I002,B,1182,1,0.75,1.3
S20,I002,B,1182,1,0.75,1.3
S20,I002,B,1182,1,0.75,1.3
S23,I002,B,2135,1,0.75,1.3
S23,I002,B,2135,1,0.75,1.3
S23,I002,B,2135,1,0.75,1.3
S23,I002,B,2135,1,0.75,1.3
S23,I002,B,2135,1,0.75,1.3
S27,I002,B,440,1,0.75,1.3
S27,I002,B,440,1,0.75,1.3
S27,I002,B,440,1,0.75,1.3
S27,I002,B,440,1,0.75,1.3
S27,I002,B,440,1,0.75,1.3
S34,I002,B,2542,0,0.75,1.3
S34,I002,B,2542,0,0.75,1.3
S34,I002,B,2542,0,0.75,1.3
S34,I002,B,2542,0,0.75,1.3
S34,I002,B,2542,0,0.75,1.3
S37,I002,B,1098,1,0.75,1.3
S37,I002,B,1098,1,0.75,1.3
S37,I002,B,1098,1,0.75,1.3
S37,I002,B,1098,1,0.75,1.3
S37,I002,B,1098,1,0.75,1.3
S39,I002,B,1689,1,0.75,1.3
S39,I002,B,1689,1,0.75,1.3
S39,I002,B,1689,1,0.75,1.3
S39,I002,B,1689,1,0.75,1.3
S39,I002,B,1689,1,0.75,1.3
S48,I002,B,1412,1,0.75,1.3
S48,I002,B,1412,1,0.75,1.3
S48,I002,B,1412,1,0.75,1.3
S48,I002,B,1412,1,0.75,1.3
S48,I002,B,1412,1,0.75,1.3
S01,I002,C,583,1,0.0,5.05
S01,I002,C,583,1,0.0,5.05
S01,I002,C,583,1,0.0,5.05
S01,I002,C,583,1,0.0,5.05
S01,I002,C,583,1,0.0,5.05
S10,I002,C,583,1,0.0,5.05
S10,I002,C,583,1,0.0,5.05
S10,I002,C,583,1,0.0,5.05
S11,I002,C,1170,0,0.0,5.05
S11,I002,C,1170,0,0.0,5.05
S11,I002,C,1170,0,0.0,5.05
S11,I002,C,1170,0,0.0,5.05
S11,I002,C,1170,0,0.0,5.05
S16,I002,C,899,1,0.0,5.05
S16,I002,C,899,1,0.0,5.05
S16,I002,C,899,1,0.0,5.05
S16,I002,C,899,1,0.0,5.05
S16,I002,C,899,1,0.0,5.05
S22,I002,C,863,0,0.0,5.05
S22,I002,C,863,0,0.0,5.05
S22,I002,C,863,0,0.0,5.05
S22,I002,C,863,0,0.0,5.05
S22,I002,C,863,0,0.0,5.05
S25,I002,C,4536,0,0.0,5.05
S25,I002,C,4536,0,0.0,5.05
S25,I002,C,4536,0,0.0,5.05
S25,I002,C,4536,0,0.0,5.05
S25,I002,C,4536,0,0.0,5.05
S29,I002,C,1502,1,0.0,5.05
S29,I002,C,1502,1,0.0,5.05
S29,I002,C,1502,1,0.0,5.05
S29,I002,C,1502,1,0.0,5.05
S29,I002,C,1502,1,0.0,5.05
S36,I002,C,2125,0,0.0,5.05
S36,I002,C,2125,0,0.0,5.05
S36,I002,C,2125,0,0.0,5.05
S36,I002,C,2125,0,0.0,5.05
S36,I002,C,2125,0,0.0,5.05
S38,I002,C,1229,1,0.0,5.05
S38,I002,C,1229,1,0.0,5.05
S38,I002,C,1229,1,0.0,5.05
S38,I002,C,1229,1,0.0,5.05
S38,I002,C,1229,1,0.0,5.05
S44,I002,C,1692,1,0.0,5.05
S44,I002,C,1692,1,0.0,5.05
S44,I002,C,1692,1,0.0,5.05
S44,I002,C,1692,1,0.0,5.05
S44,I002,C,1692,1,0.0,5.05
S45,I002,C,940,1,0.0,5.05
S45,I002,C,940,1,0.0,5.05
S45,I002,C,940,1,0.0,5.05
S45,I002,C,940,1,0.0,5.05
S45,I002,C,940,1,0.0,5.05
S52,I002,C,1246,1,0.0,5.05
S52,I002,C,1246,1,0.0,5.05
S52,I002,C,1246,1,0.0,5.05
S52,I002,C,1246,1,0.0,5.05
S52,I002,C,1246,1,0.0,5.05
S05,I002,D,1554,1,0.0,1.3
S05,I002,D,1554,1,0.0,1.3
S05,I002,D,1554,1,0.0,1.3
S05,I002,D,1554,1,0.0,1.3
S05,I002,D,1554,1,0.0,1.3
S09,I002,D,3410,0,0.0,1.3
S09,I002,D,3410,0,0.0,1.3
S09,I002,D,3410,0,0.0,1.3
S09,I002,D,3410,0,0.0,1.3
S14,I002,D,866,1,0.0,1.3
S14,I002,D,866,1,0.0,1.3
S14,I002,D,866,1,0.0,1.3
S14,I002,D,866,1,0.0,1.3
S14,I002,D,866,1,0.0,1.3
S21,I002,D,2075,0,0.0,1.3
S21,I002,D,2075,0,0.0,1.3
S21,I002,D,2075,0,0.0,1.3
S21,I002,D,2075,0,0.0,1.3
S24,I002,D,1957,1,0.0,1.3
S24,I002,D,1957,1,0.0,1.3
S24,I002,D,1957,1,0.0,1.3
S24,I002,D,1957,1,0.0,1.3
S24,I002,D,1957,1,0.0,1.3
S26,I002,D,1291,1,0.0,1.3
S26,I002,D,1291,1,0.0,1.3
S26,I002,D,1291,1,0.0,1.3
S26,I002,D,1291,1,0.0,1.3
S26,I002,D,1291,1,0.0,1.3
S30,I002,D,936,1,0.0,1.3
S30,I002,D,936,1,0.0,1.3
S30,I002,D,936,1,0.0,1.3
S30,I002,D,936,1,0.0,1.3
S30,I002,D,936,1,0.0,1.3
S32,I002,D,855,1,0.0,1.3
S32,I002,D,855,1,0.0,1.3
S32,I002,D,855,1,0.0,1.3
S32,I002,D,855,1,0.0,1.3
S32,I002,D,855,1,0.0,1.3
S41,I002,D,1237,1,0.0,1.3
S41,I002,D,1237,1,0.0,1.3
S41,I002,D,1237,1,0.0,1.3
S41,I002,D,1237,1,0.0,1.3
S41,I002,D,1237,1,0.0,1.3
S43,I002,D,2122,0,0.0,1.3
S43,I002,D,2122,0,0.0,1.3
S43,I002,D,2122,0,0.0,1.3
S43,I002,D,2122,0,0.0,1.3
S43,I002,D,2122,0,0.0,1.3
S47,I002,D,495,1,0.0,1.3
S47,I002,D,495,1,0.0,1.3
S47,I002,D,495,1,0.0,1.3
S47,I002,D,495,1,0.0,1.3
S47,I002,D,495,1,0.0,1.3
S55,I002,D,879,1,0.0,1.3
S55,I002,D,879,1,0.0,1.3
S55,I002,D,879,1,0.0,1.3
S55,I002,D,879,1,0.0,1.3
S55,I002,D,879,1,0.0,1.3
S06,I003,A,373,1,0.58,4.05
S06,I003,A,373,1,0.58,4.05
S06,I003,A,373,1,0.58,4.05
S06,I003,A,373,1,0.58,4.05
S06,I003,A,373,1,0.58,4.05
S08,I003,A,1087,1,0.58,4.05
S08,I003,A,1087,1,0.58,4.05
S08,I003,A,1087,1,0.58,4.05
S08,I003,A,1087,1,0.58,4.05
S08,I003,A,1087,1,0.58,4.05
S12,I003,A,1147,1,0.58,4.05
S12,I003,A,1147,1,0.58,4.05
S12,I003,A,1147,1,0.58,4.05
S12,I003,A,1147,1,0.58,4.05
S12,I003,A,1147,1,0.58,4.05
S17,I003,A,747,1,0.58,4.05
S17,I003,A,747,1,0.58,4.05
S17,I003,A,747,1,0.58,4.05
S17,I003,A,747,1,0.58,4.05
S17,I003,A,747,1,0.58,4.05
S18,I003,A,763,1,0.58,4.05
S18,I003,A,763,1,0.58,4.05
S18,I003,A,763,1,0.58,4.05
S18,I003,A,763,1,0.58,4.05
S18,I003,A,763,1,0.58,4.05
S20,I003,A,1311,1,0.58,4.05
S20,I003,A,1311,1,0.58,4.05
S20,I003,A,1311,1,0.58,4.05
S20,I003,A,1311,1,0.58,4.05
S20,I003,A,1311,1,0.58,4.05
S23,I003,A,1142,1,0.58,4.05
S23,I003,A,1142,1,0.58,4.05
S23,I003,A,1142,1,0.58,4.05
S23,I003,A,1142,1,0.58,4.05
S23,I003,A,1142,1,0.58,4.05
S27,I003,A,862,1,0.58,4.05
S27,I003,A,862,1,0.58,4.05
S27,I003,A,862,1,0.58,4.05
S27,I003,A,862,1,0.58,4.05
S27,I003,A,862,1,0.58,4.05
S34,I003,A,1398,0,0.58,4.05
S34,I003,A,1398,0,0.58,4.05
S34,I003,A,1398,0,0.58,4.05
S34,I003,A,1398,0,0.58,4.05
S34,I003,A,1398,0,0.58,4.05
S37,I003,A,1034,1,0.58,4.05
S37,I003,A,1034,1,0.58,4.05
S37,I003,A,1034,1,0.58,4.05
S37,I003,A,1034,1,0.58,4.05
S37,I003,A,1034,1,0.58,4.05
S39,I003,A,987,0,0.58,4.05
S39,I003,A,987,0,0.58,4.05
S39,I003,A,987,0,0.58,4.05
S39,I003,A,987,0,0.58,4.05
S39,I003,A,987,0,0.58,4.05
S48,I003,A,605,1,0.58,4.05
S48,I003,A,605,1,0.58,4.05
S48,I003,A,605,1,0.58,4.05
S48,I003,A,605,1,0.58,4.05
S48,I003,A,605,1,0.58,4.05
S01,I003,B,508,1,0.25,3.5
S01,I003,B,508,1,0.25,3.5
S01,I003,B,508,1,0.25,3.5
S01,I003,B,508,1,0.25,3.5
S01,I003,B,508,1,0.25,3.5
S10,I003,B,480,1,0.25,3.5
S10,I003,B,480,1,0.25,3.5
S10,I003,B,480,1,0.25,3.5
S10,I003,B,480,1,0.25,3.5
S10,I003,B,480,1,0.25,3.5
S11,I003,B,453,1,0.25,3.5
S11,I003,B,453,1,0.25,3.5
S11,I003,B,453,1,0.25,3.5
S11,I003,B,453,1,0.25,3.5
S11,I003,B,453,1,0.25,3.5
S16,I003,B,1489,1,0.25,3.5
S16,I003,B,1489,1,0.25,3.5
S16,I003,B,1489,1,0.25,3.5
S16,I003,B,1489,1,0.25,3.5
S16,I003,B,1489,1,0.25,3.5
S22,I003,B,848,1,0.25,3.5
S22,I003,B,848,1,0.25,3.5
S22,I003,B,848,1,0.25,3.5
S22,I003,B,848,1,0.25,3.5
S22,I003,B,848,1,0.25,3.5
S25,I003,B,1206,1,0.25,3.5
S25,I003,B,1206,1,0.25,3.5
S25,I003,B,1206,1,0.25,3.5
S25,I003,B,1206,1,0.25,3.5
S25,I003,B,1206,1,0.25,3.5
S29,I003,B,503,1,0.25,3.5
S29,I003,B,503,1,0.25,3.5
S29,I003,B,503,1,0.25,3.5
S29,I003,B,503,1,0.25,3.5
S29,I003,B,503,1,0.25,3.5
S36,I003,B,1644,1,0.25,3.5
S36,I003,B,1644,1,0.25,3.5
S36,I003,B,1644,1,0.25,3.5
S36,I003,B,1644,1,0.25,3.5
S36,I003,B,1644,1,0.25,3.5
S38,I003,B,1101,1,0.25,3.5
S38,I003,B,1101,1,0.25,3.5
S38,I003,B,1101,1,0.25,3.5
S38,I003,B,1101,1,0.25,3.5
S38,I003,B,1101,1,0.25,3.5
S44,I003,B,1355,1,0.25,3.5
S44,I003,B,1355,1,0.25,3.5
S44,I003,B,1355,1,0.25,3.5
S44,I003,B,1355,1,0.25,3.5
S44,I003,B,1355,1,0.25,3.5
S45,I003,B,1615,1,0.25,3.5
S45,I003,B,1615,1,0.25,3.5
S45,I003,B,1615,1,0.25,3.5
S45,I003,B,1615,1,0.25,3.5
S45,I003,B,1615,1,0.25,3.5
S52,I003,B,702,1,0.25,3.5
S52,I003,B,702,1,0.25,3.5
S52,I003,B,702,1,0.25,3.5
S52,I003,B,702,1,0.25,3.5
S52,I003,B,702,1,0.25,3.5
S05,I003,C,891,1,0.0,4.05
S05,I003,C,891,1,0.0,4.05
S05,I003,C,891,1,0.0,4.05
S05,I003,C,891,1,0.0,4.05
S05,I003,C,891,1,0.0,4.05
S09,I003,C,508,1,0.0,4.05
S09,I003,C,508,1,0.0,4.05
S09,I003,C,508,1,0.0,4.05
S09,I003,C,508,1,0.0,4.05
S09,I003,C,508,1,0.0,4.05
S14,I003,C,1013,1,0.0,4.05
S14,I003,C,1013,1,0.0,4.05
S14,I003,C,1013,1,0.0,4.05
S14,I003,C,1013,1,0.0,4.05
S14,I003,C,1013,1,0.0,4.05
S21,I003,C,1585,0,0.0,4.05
S21,I003,C,1585,0,0.0,4.05
S21,I003,C,1585,0,0.0,4.05
S21,I003,C,1585,0,0.0,4.05
S21,I003,C,1585,0,0.0,4.05
S24,I003,C,591,1,0.0,4.05
S24,I003,C,591,1,0.0,4.05
S24,I003,C,591,1,0.0,4.05
S24,I003,C,591,1,0.0,4.05
S24,I003,C,591,1,0.0,4.05
S26,I003,C,1696,1,0.0,4.05
S26,I003,C,1696,1,0.0,4.05
S26,I003,C,1696,1,0.0,4.05
S26,I003,C,1696,1,0.0,4.05
S26,I003,C,1696,1,0.0,4.05
S30,I003,C,530,1,0.0,4.05
S30,I003,C,530,1,0.0,4.05
S30,I003,C,530,1,0.0,4.05
S30,I003,C,530,1,0.0,4.05
S30,I003,C,530,1,0.0,4.05
S32,I003,C,630,1,0.0,4.05
S32,I003,C,630,1,0.0,4.05
S32,I003,C,630,1,0.0,4.05
S32,I003,C,630,1,0.0,4.05
S32,I003,C,630,1,0.0,4.05
S41,I003,C,644,1,0.0,4.05
S41,I003,C,644,1,0.0,4.05
S41,I003,C,644,1,0.0,4.05
S41,I003,C,644,1,0.0,4.05
S41,I003,C,644,1,0.0,4.05
S43,I003,C,890,1,0.0,4.05
S43,I003,C,890,1,0.0,4.05
S43,I003,C,890,1,0.0,4.05
S43,I003,C,890,1,0.0,4.05
S43,I003,C,890,1,0.0,4.05
S47,I003,C,432,1,0.0,4.05
S47,I003,C,432,1,0.0,4.05
S47,I003,C,432,1,0.0,4.05
S47,I003,C,432,1,0.0,4.05
S47,I003,C,432,1,0.0,4.05
S55,I003,C,1037,1,0.0,4.05
S55,I003,C,1037,1,0.0,4.05
S55,I003,C,1037,1,0.0,4.05
S55,I003,C,1037,1,0.0,4.05
S55,I003,C,1037,1,0.0,4.05
S02,I003,D,749,1,0.0,3.5
S02,I003,D,749,1,0.0,3.5
S02,I003,D,749,1,0.0,3.5
S02,I003,D,749,1,0.0,3.5
S02,I003,D,749,1,0.0,3.5
S03,I003,D,632,1,0.0,3.5
S03,I003,D,632,1,0.0,3.5
S03,I003,D,632,1,0.0,3.5
S03,I003,D,632,1,0.0,3.5
S03,I003,D,632,1,0.0,3.5
S04,I003,D,480,1,0.0,3.5
S04,I003,D,480,1,0.0,3.5
S04,I003,D,480,1,0.0,3.5
S04,I003,D,480,1,0.0,3.5
S04,I003,D,480,1,0.0,3.5
S13,I003,D,616,1,0.0,3.5
S13,I003,D,616,1,0.0,3.5
S13,I003,D,616,1,0.0,3.5
S13,I003,D,616,1,0.0,3.5
S28,I003,D,1211,0,0.0,3.5
S28,I003,D,1211,0,0.0,3.5
S28,I003,D,1211,0,0.0,3.5
S28,I003,D,1211,0,0.0,3.5
S28,I003,D,1211,0,0.0,3.5
S33,I003,D,1475,1,0.0,3.5
S33,I003,D,1475,1,0.0,3.5
S33,I003,D,1475,1,0.0,3.5
S33,I003,D,1475,1,0.0,3.5
S33,I003,D,1475,1,0.0,3.5
