participant,age,grade,group,sminch,z.ph.d,z.lex.d,z.ps.rep,z.f.sound,z.sound.det,z.num.sound,z.sound.chan,item.id,word.id,word.serial.no,number.morphemes,POS,ambig,base.form,rel.position,word.length,prev.length,next.length,frequency,ao,task_need,ACCURACY,IA_FIXATION_COUNT,IA_SKIP,IA_REGRESSION_IN,IA_REGRESSION_OUT,IA_FIRST_FIXATION_DURATION,IA_FIRST_RUN_DWELL_TIME,IA_DWELL_TIME,IA_FIRST_FIXATION_X,IA_RIGHT,IA_LEFT,IA_FIRST_RUN_FIXATION_COUNT,IA_SECOND_RUN_DWELL_TIME,IA_REGRESSION_PATH_DURATION,landing
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,29,девочка,1,3,NOUN,0,1,0.111,7,0,5,6.02990722,5.675999999999999,FALSE,-1,5,1,0,0,89,1325,1325,193.5,299,120,5,.,424,0.39937106918238996
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,29,никак,2,2,PRONOUN,1,1,0.2222222222,5,7,2,3.29722669,NA,FALSE,-1,4,0,0,1,137,137,839,315.6,420,299,1,702,2164,0.06534653465346557
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,29,не,3,1,FUNCTION,1,1,0.3333333333,2,5,5,343.48997605,2.7059999999999995,FALSE,-1,1,0,0,0,170,170,170,452,478,420,1,.,170,0.5789473684210527
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,29,могла,4,3,VERB,0,0,0.4444444444,5,2,6,2.78116915,3.564,FALSE,-1,2,0,0,0,187,389,389,506.6,599,478,2,.,389,0.18415841584158438
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,29,вынуть,5,4,VERB,0,1,0.5555555556,6,5,7,0.08312336,3.2009999999999996,FALSE,-1,5,0,0,0,185,1111,1111,632.1,739,599,5,.,1111,0.1925000000000002
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,29,соринку,6,3,NOUN,0,0,0.6666666667,7,6,8,1e-4,2.343,FALSE,-1,5,0,0,0,122,1369,1369,742.7,917,739,5,.,1369,-0.0398734177215187
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,29,попавшую,7,4,ADJ,0,0,0.7777777778,8,7,1,0.01731737,2.904,FALSE,-1,4,0,0,0,180,930,930,956.1,1100,917,4,.,930,0.17852760736196333
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,29,в,8,1,FUNCTION,1,1,0.8888888889,1,8,4,376.07433395,1.518,FALSE,-1,2,0,0,0,240,411,411,1101.4,1140,1100,2,.,411,-0.42999999999999544
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,29,глаз,9,2,NOUN,1,0,0.99999,4,1,0,4.02801958,3.069,FALSE,-1,3,0,0,1,197,815,815,1180,1271,1140,3,.,1303,0.2702702702702703
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,24,в,1,1,FUNCTION,0,1,0.111,1,0,4,376.07433395,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,178,120,.,.,.,NA
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,24,доме,2,2,NOUN,0,0,0.2222222222,4,1,7,2.64955716,8.811,FALSE,-1,5,1,0,0,254,254,1508,216.6,278,178,1,1254,427,0.35749999999999993
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,24,лесника,3,4,NOUN,1,0,0.3333333333,7,4,8,0.05541557,NA,FALSE,-1,5,0,0,1,119,119,1734,373.3,438,278,1,1615,3242,0.6092857142857143
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,24,охотники,4,3,NOUN,0,0,0.4444444444,8,7,5,0.51952101,4.455,FALSE,-1,5,0,0,0,287,1321,1321,499.8,618,438,5,.,1321,0.3237500000000001
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,24,нашли,5,3,VERB,0,0,0.5555555556,5,8,5,1.63475945,1.287,FALSE,-1,3,0,0,0,581,1147,1147,619.8,738,618,3,.,1147,-0.08200000000000046
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,24,крупу,6,2,NOUN,1,0,0.6666666667,5,5,6,0.0519521,4.3229999999999995,FALSE,-1,3,0,0,0,278,810,810,781.7,875,738,3,.,810,0.2880341880341884
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,24,сухари,7,3,NOUN,1,0,0.7777777778,6,5,1,0.08312336,2.772,FALSE,-1,3,0,0,0,152,735,735,903.7,1018,875,3,.,735,0.15203252032520362
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,24,и,8,1,FUNCTION,1,1,0.8888888889,1,6,6,667.73689381,2.4419999999999997,FALSE,-1,1,0,0,0,405,405,405,1021.5,1058,1018,1,.,405,-0.325
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,24,спички,9,2,NOUN,1,0,0.99999,6,1,0,0.32210303,2.574,FALSE,-1,7,0,0,1,193,1721,1721,1068,1230,1058,7,.,2148,0
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,11,в,1,1,FUNCTION,0,1,0.142857142857143,1,0,8,376.07433395,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,178,120,.,.,.,NA
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,11,магазине,2,2,NOUN,0,0,0.2857142857,8,1,6,0.45025154,12.012,FALSE,-1,7,1,1,0,119,1788,1788,230.5,358,178,7,.,1788,0.265625
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,11,андрей,3,2,NOUN,0,1,0.4285714286,6,8,5,0.66152342,NA,FALSE,-1,3,0,0,1,143,143,838,467.6,499,358,1,695,2626,0.8231404958677688
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,11,купил,4,4,VERB,0,0,0.5714285714,5,6,6,0.73771984,5.609999999999999,FALSE,-1,3,0,0,0,145,964,964,559.8,617,499,3,.,964,0.5183673469387751
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,11,молоко,5,2,NOUN,1,0,0.7142857143,6,5,7,0.86586835,2.574,FALSE,-1,7,0,1,0,146,838,1598,632.4,776,617,4,760,838,0.03884892086330919
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,11,сметану,6,2,NOUN,0,0,0.8571428571,7,6,6,0.05541557,4.587,FALSE,-1,5,0,0,1,152,152,1274,850,955,776,1,1122,2034,0.4025157232704403
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,11,творог,7,2,NOUN,1,0,1,6,7,0,0.02078084,5.411999999999999,FALSE,-1,3,0,0,0,243,809,809,1019.1,1130,955,3,.,1238,0.34903225806451627
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,27,брошенный,1,3,ADJ,0,0,0.125,9,0,9,0.09697726,NA,TRUE,1,5,0,0,0,124,124,2410,143.6,338,120,1,2286,1367,0.06868686868686866
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,27,мальчиком,2,2,NOUN,0,0,0.25,9,9,6,0.43986112,2.6069999999999998,TRUE,1,5,0,0,0,153,1296,1296,338.8,539,338,5,.,1296,-0.05082872928176789
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,27,снежок,3,3,NOUN,1,1,0.375,6,9,5,0.18702756,2.541,TRUE,1,3,0,0,0,184,782,782,548.1,679,539,3,.,782,-0.007499999999999811
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,27,попал,4,4,VERB,0,0,0.5,5,6,1,1.4200241,4.718999999999999,TRUE,1,2,0,0,0,305,665,665,716.8,798,679,2,.,665,0.28080808080808034
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,27,в,5,1,FUNCTION,1,1,0.625,1,5,4,376.07433395,NA,TRUE,1,0,1,.,.,.,NA,0,NA,838,798,.,.,.,NA
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,27,окно,6,2,NOUN,1,0,0.75,4,1,7,3.22795722,4.619999999999999,TRUE,1,4,0,0,0,274,992,992,851.8,938,838,4,.,992,0.04749999999999943
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,27,второго,7,2,ADJ,1,0,0.875,7,4,5,0.73425636,4.422,TRUE,1,6,0,0,0,898,1981,1981,982.6,1098,938,6,.,1981,0.2471428571428573
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,27,этажа,8,2,NOUN,1,0,1,5,7,0,0.43639765,4.587,TRUE,1,2,0,0,0,221,510,510,1139.8,1250,1098,2,.,826,0.24090909090909057
11_norm1,9,2,norm,71,0.95,0.91,0.87,0.91,0.95,1,0.91,27,брошенный,1,3,ADJ,0,0,0.125,9,0,9,0.09697726,12.209999999999999,TRUE,1,7,0,0,0,73,2185,2185,188.1,338,120,7,.,1148,0.2934343434343434
11_norm1,9,2,norm,71,0.95,0.91,0.87,0.91,0.95,1,0.91,27,мальчиком,2,2,NOUN,0,0,0.25,9,9,6,0.43986112,4.455,TRUE,1,6,0,0,0,39,893,893,406.8,539,338,6,.,893,0.3248618784530387
11_norm1,9,2,norm,71,0.95,0.91,0.87,0.91,0.95,1,0.91,27,снежок,3,3,NOUN,1,1,0.375,6,9,5,0.18702756,3.696,TRUE,1,3,0,0,0,304,1432,1432,595.1,679,539,3,.,1432,0.3841666666666669
11_norm1,9,2,norm,71,0.95,0.91,0.87,0.91,0.95,1,0.91,27,попал,4,4,VERB,0,0,0.5,5,6,1,1.4200241,6.5009999999999994,TRUE,1,3,0,0,0,148,649,649,784.9,798,679,3,.,649,0.9686868686868685
11_norm1,9,2,norm,71,0.95,0.91,0.87,0.91,0.95,1,0.91,27,в,5,1,FUNCTION,1,1,0.625,1,5,4,376.07433395,NA,TRUE,1,0,1,.,.,.,NA,0,NA,838,798,.,.,.,NA
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,5,дорога,1,2,NOUN,0,1,0.125,6,0,4,1.40270673,14.982,FALSE,-1,6,0,0,0,847,2002,2002,163.1,279,120,6,.,437,0.23812949640287764
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,5,вела,2,3,VERB,0,0,0.25,4,6,1,0.51605754,4.026,FALSE,-1,2,0,0,0,334,552,552,315.4,379,279,2,.,552,0.32999999999999974
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,5,в,3,2,FUNCTION,1,1,0.375,1,4,6,376.07433395,4.257,FALSE,-1,1,0,0,0,285,285,285,416.7,420,379,1,.,285,1.3190476190476186
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,5,глухой,4,3,ADJ,1,0,0.5,6,1,3,0.45717849,3.696,FALSE,-1,2,0,0,0,309,585,585,463.6,558,420,2,.,585,0.2847457627118646
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,5,лес,5,2,NOUN,1,0,0.625,3,6,6,3.85138244,3.8609999999999998,FALSE,-1,2,0,0,0,143,361,361,570.1,657,558,2,.,361,0.026582278481012946
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,5,петляя,6,3,VERB,0,0,0.75,6,3,2,0.03809821,2.2769999999999997,FALSE,-1,4,0,0,0,150,1572,1572,657.6,799,657,4,.,1572,-0.07704918032786867
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,5,по,7,1,FUNCTION,1,1,0.875,2,6,7,77.77229556,1.7489999999999999,FALSE,-1,2,0,0,0,327,554,554,811.4,859,799,2,.,554,0.05999999999999943
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,5,склонам,8,3,NOUN,0,0,1,7,2,0,0.03117126,3.465,FALSE,-1,5,0,0,1,198,1920,1920,901.6,1051,859,5,.,2236,0.18953488372093036
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,30,чтобы,1,1,FUNCTION,1,1,0.142857142857143,4,0,4,6.66025938,7.853999999999999,FALSE,-1,5,1,1,0,183,1407,1491,197.3,258,120,4,84,294,0.5703389830508475
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,30,было,2,3,VERB,1,0,0.2857142857,4,4,7,57.60448986,NA,FALSE,-1,4,0,1,1,109,109,1524,332.9,358,258,1,1261,2777,0.8112499999999997
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,30,удобнее,3,2,ADV,1,0,0.4285714286,7,4,7,0.19741798,2.409,FALSE,-1,4,0,0,0,305,1152,1152,405,536,358,4,.,1152,0.23417721518987342
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,30,поправь,4,3,VERB,0,0,0.5714285714,7,7,7,0.01039042,3.465,FALSE,-1,10,0,0,0,174,3655,3655,575.7,698,536,10,.,3655,0.20915492957746512
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,30,ремешок,5,3,NOUN,1,0,0.7142857143,7,7,6,0.14892936,3.993,FALSE,-1,4,0,0,0,420,911,911,759.5,858,698,4,.,911,0.3678571428571429
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,30,своего,6,2,PRONOUN,1,0,0.8571428571,6,7,7,5.59004609,4.356,FALSE,-1,3,0,0,0,280,923,923,915.8,998,858,3,.,923,0.39833333333333293
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,30,рюкзака,7,2,NOUN,1,0,1,7,6,0,0.15239283,4.191,FALSE,-1,7,0,0,1,314,2295,2295,1063.3,1190,998,7,.,2849,0.32151162790697646
11_norm1,9,2,norm,71,0.95,0.91,0.87,0.91,0.95,1,0.91,27,окно,6,2,NOUN,1,0,0.75,4,1,7,3.22795722,6.9959999999999996,TRUE,1,3,0,1,0,270,474,645,896.5,938,838,2,171,474,0.60625
11_norm1,9,2,norm,71,0.95,0.91,0.87,0.91,0.95,1,0.91,27,второго,7,2,ADJ,1,0,0.875,7,4,5,0.73425636,5.016,TRUE,1,6,0,0,1,109,109,1942,948.6,1098,938,1,1833,2113,0.004285714285714448
11_norm1,9,2,norm,71,0.95,0.91,0.87,0.91,0.95,1,0.91,27,этажа,8,2,NOUN,1,0,1,5,7,0,0.43639765,2.409,TRUE,1,4,0,0,0,852,1426,1426,1101.1,1250,1098,4,.,1743,-0.05227272727272796
12_norm1,8,2,norm,60,0.98,0.95,0.87,0.87,0.95,1,0.62,27,брошенный,1,3,ADJ,0,0,0.125,9,0,9,0.09697726,22.011,TRUE,1,5,1,1,0,111,1849,1849,306.9,338,120,5,.,1849,0.8934343434343434
12_norm1,8,2,norm,60,0.98,0.95,0.87,0.87,0.95,1,0.62,27,мальчиком,2,2,NOUN,0,0,0.25,9,9,6,0.43986112,5.544,TRUE,1,3,1,0,0,358,882,882,389.2,539,338,3,.,882,0.22762430939226513
12_norm1,8,2,norm,60,0.98,0.95,0.87,0.87,0.95,1,0.62,27,снежок,3,3,NOUN,1,1,0.375,6,9,5,0.18702756,4.917,TRUE,1,2,1,0,0,503,803,803,612.3,679,539,2,.,803,0.5274999999999996
12_norm1,8,2,norm,60,0.98,0.95,0.87,0.87,0.95,1,0.62,27,попал,4,4,VERB,0,0,0.5,5,6,1,1.4200241,NA,TRUE,1,3,0,0,1,104,104,779,733.9,798,679,1,675,4313,0.4535353535353533
12_norm1,8,2,norm,60,0.98,0.95,0.87,0.87,0.95,1,0.62,27,в,5,1,FUNCTION,1,1,0.625,1,5,4,376.07433395,NA,TRUE,1,0,1,.,.,.,NA,0,NA,838,798,.,.,.,NA
12_norm1,8,2,norm,60,0.98,0.95,0.87,0.87,0.95,1,0.62,27,окно,6,2,NOUN,1,0,0.75,4,1,7,3.22795722,4.686,TRUE,1,3,0,0,0,191,666,666,838.1,938,838,3,.,666,-0.12374999999999972
12_norm1,8,2,norm,60,0.98,0.95,0.87,0.87,0.95,1,0.62,27,второго,7,2,ADJ,1,0,0.875,7,4,5,0.73425636,4.587,TRUE,1,5,0,0,0,173,1313,1313,991.7,1098,938,5,.,1313,0.31214285714285744
12_norm1,8,2,norm,60,0.98,0.95,0.87,0.87,0.95,1,0.62,27,этажа,8,2,NOUN,1,0,1,5,7,0,0.43639765,4.8839999999999995,TRUE,1,2,0,0,0,238,872,872,1126.1,1250,1098,2,.,1188,0.13712121212121142
13_norm1,8,2,norm,87,1,1,0.79,0.79,1,1,0.75,27,брошенный,1,3,ADJ,0,0,0.125,9,0,9,0.09697726,14.453999999999999,TRUE,1,4,1,0,0,914,3198,3198,213.7,338,120,4,.,2284,0.4227272727272727
13_norm1,8,2,norm,87,1,1,0.79,0.79,1,1,0.75,27,мальчиком,2,2,NOUN,0,0,0.25,9,9,6,0.43986112,NA,TRUE,1,3,0,0,1,149,149,897,484.8,539,338,1,748,4095,0.7558011049723757
13_norm1,8,2,norm,87,1,1,0.79,0.79,1,1,0.75,27,снежок,3,3,NOUN,1,1,0.375,6,9,5,0.18702756,4.949999999999999,TRUE,1,2,0,0,0,372,714,714,565.6,679,539,2,.,714,0.13833333333333353
13_norm1,8,2,norm,87,1,1,0.79,0.79,1,1,0.75,27,попал,4,4,VERB,0,0,0.5,5,6,1,1.4200241,5.907,TRUE,1,1,0,0,0,527,527,527,696.1,798,679,1,.,527,0.07171717171717194
13_norm1,8,2,norm,87,1,1,0.79,0.79,1,1,0.75,27,в,5,1,FUNCTION,1,1,0.625,1,5,4,376.07433395,7.028999999999999,TRUE,1,1,0,0,0,183,183,183,809.2,838,798,1,.,183,0.060000000000002274
13_norm1,8,2,norm,87,1,1,0.79,0.79,1,1,0.75,27,окно,6,2,NOUN,1,0,0.75,4,1,7,3.22795722,3.4979999999999998,TRUE,1,1,0,0,0,237,237,237,876.6,938,838,1,.,237,0.35750000000000026
13_norm1,8,2,norm,87,1,1,0.79,0.79,1,1,0.75,27,второго,7,2,ADJ,1,0,0.875,7,4,5,0.73425636,4.686,TRUE,1,2,0,0,0,279,754,754,956.9,1098,938,2,.,1232,0.0635714285714284
13_norm1,8,2,norm,87,1,1,0.79,0.79,1,1,0.75,27,этажа,8,2,NOUN,1,0,1,5,7,0,0.43639765,NA,TRUE,1,0,1,.,.,.,NA,0,NA,1250,1098,.,.,.,NA
15_norm1,9,3,norm,128,1,0.93,0.83,0.95,1,0.91,0.95,27,брошенный,1,3,ADJ,0,0,0.125,9,0,9,0.09697726,34.583999999999996,TRUE,1,4,0,0,0,117,344,1045,203.1,338,120,2,701,1045,0.3691919191919192
15_norm1,9,3,norm,128,1,0.93,0.83,0.95,1,0.91,0.95,27,мальчиком,2,2,NOUN,0,0,0.25,9,9,6,0.43986112,10.494,TRUE,1,1,0,0,0,288,288,288,447.3,539,338,1,.,288,0.5486187845303868
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,25,перед,1,1,FUNCTION,1,1,0.166666666666667,5,0,9,10.96535684,6.138,FALSE,-1,3,1,0,0,884,1275,1275,146.5,259,120,3,.,.,0.13865546218487396
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,25,поворотом,2,3,NOUN,0,0,0.3333333333,9,5,5,0.19049104,3.63,FALSE,-1,6,0,0,0,211,1174,1174,271.3,458,259,6,.,1174,0.012849162011173247
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,25,мопед,3,2,NOUN,1,1,0.5,5,9,10,0.03809821,4.619999999999999,FALSE,-1,6,0,0,0,327,1698,1698,499.9,579,458,6,.,1698,0.3158415841584156
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,25,затормозил,4,5,VERB,1,0,0.6666666667,10,5,1,0.07273294,3.696,FALSE,-1,4,0,0,0,262,1318,1318,630.6,798,579,4,.,1318,0.20904522613065338
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,25,и,5,1,FUNCTION,1,1,0.8333333333,1,10,11,667.73689381,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,838,798,.,.,.,NA
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,25,остановился,6,6,VERB,0,0,1,11,1,0,2.89546378,3.7619999999999996,FALSE,-1,7,0,0,1,269,1938,1938,866.2,1110,838,7,.,2463,0.0722222222222224
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,28,я,1,1,PRONOUN,0,1,0.142857142857143,1,0,5,198.15570456,1.782,FALSE,-1,1,1,0,0,518,518,518,175.1,178,120,1,.,.,1.1868421052631577
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,28,отдал,2,5,VERB,0,0,0.2857142857,5,1,9,0.73079289,7.425,FALSE,-1,8,1,1,0,124,189,3071,227.8,298,178,2,801,3589,0.39800000000000013
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,28,последнюю,3,4,ADJ,0,0,0.4285714286,9,5,6,0.40522639,NA,FALSE,-1,6,0,0,1,116,116,1337,353.1,498,298,1,1221,4926,0.2505555555555557
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,28,монету,4,2,NOUN,0,0,0.5714285714,6,9,9,0.07965989,3.7289999999999996,FALSE,-1,4,0,1,0,210,802,1337,536.4,656,498,2,535,802,0.2057971014492752
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,28,найденную,5,4,ADJ,0,0,0.7142857143,9,6,1,0.01039042,5.313,FALSE,-1,6,0,0,1,264,264,1570,663.8,859,656,1,1306,2105,-0.012021857923497517
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,28,в,6,1,FUNCTION,1,1,0.8571428571,1,9,7,376.07433395,4.224,FALSE,-1,1,0,0,0,292,292,292,893,898,859,1,.,292,1.263157894736842
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,28,кармане,7,2,NOUN,1,0,1,7,1,0,0.67884079,3.069,FALSE,-1,8,0,0,1,209,2394,2394,946.9,1090,898,8,.,2812,0.22616279069767428
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,26,в,1,1,FUNCTION,0,1,0.142857142857143,1,0,7,376.07433395,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,179,120,.,.,.,NA
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,26,грязной,2,3,ADJ,1,0,0.2857142857,7,1,4,0.12468504,33,FALSE,-1,5,1,0,0,126,1862,1862,189.2,338,179,5,.,788,0.0014388489208632276
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,26,воде,3,2,NOUN,1,0,0.4285714286,4,7,7,2.65302064,3.7619999999999996,FALSE,-1,1,1,0,0,295,295,295,395.7,438,338,1,.,295,0.5962499999999998
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,26,микробы,4,2,NOUN,1,0,0.5714285714,7,4,12,0.03463473,3.597,FALSE,-1,4,1,0,0,207,994,994,458.2,599,438,4,.,994,0.07234042553191482
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,26,размножаются,5,5,VERB,0,0,0.7142857143,12,7,8,0.01731737,59.06999999999999,FALSE,-1,8,0,0,1,109,109,2323,800.6,857,599,1,1180,5474,0.8050420168067228
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,26,особенно,6,3,ADV,1,1,0.8571428571,8,12,6,2.92663504,2.937,FALSE,-1,6,0,0,0,196,1905,1905,883.5,1038,857,6,.,1905,0.10248447204968944
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,26,быстро,7,2,ADV,0,1,1,6,8,0,8.60673144,3.7289999999999996,FALSE,-1,3,0,0,1,272,664,664,1097.7,1210,1038,3,.,1079,0.32697368421052664
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,31,сломанную,1,5,ADJ,0,0,0.142857142857143,9,0,5,0.03463473,13.299,FALSE,-1,8,1,0,0,184,2791,2791,211.7,339,120,8,.,1605,0.41055276381909545
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,31,вчера,2,1,ADV,1,1,0.2857142857,5,9,7,2.79848652,NA,FALSE,-1,6,0,0,1,112,112,1480,453.7,458,339,1,1368,4271,1.0575757575757574
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,31,розетку,3,2,NOUN,0,0,0.4285714286,7,5,5,0.02424431,3.696,FALSE,-1,8,0,0,0,254,2196,2196,501.9,618,458,8,.,2196,0.242142857142857
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,31,сумел,4,5,VERB,0,0,0.5714285714,5,7,8,0.34634734,4.488,FALSE,-1,3,0,0,0,257,738,738,666.4,738,618,3,.,738,0.3839999999999998
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,31,починить,5,4,VERB,0,1,0.7142857143,8,5,6,0.19049104,1.32,FALSE,-1,3,0,0,0,161,540,540,747.3,918,738,3,.,540,-0.004375000000000284
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,31,только,6,1,FUNCTION,1,1,0.8571428571,6,8,8,50.28617053,6.632999999999999,FALSE,-1,2,0,0,0,308,549,549,970.2,1058,918,2,.,549,0.35166666666666707
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,31,электрик,7,3,NOUN,0,1,1,8,6,0,0.01385389,5.9399999999999995,FALSE,-1,9,0,0,1,373,2424,2424,1111.9,1270,1058,9,.,2740,0.2286458333333338
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,12,от,1,1,FUNCTION,0,1,0.111,2,0,6,54.46658294,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,198,120,.,.,.,NA
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,12,смерти,2,3,NOUN,1,0,0.2222222222,6,2,3,1.15333665,26.267999999999997,FALSE,-1,6,1,1,0,107,2015,2209,264.6,339,198,5,194,2015,0.4677685950413225
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,12,его,3,2,PRONOUN,1,0,0.3333333333,3,6,6,79.87462392,3.102,FALSE,-1,3,1,0,0,176,176,487,387.2,419,339,1,311,681,0.6366666666666665
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,12,спасла,4,3,VERB,0,0,0.4444444444,6,3,6,0.18356409,4.455,FALSE,-1,3,1,0,0,501,1069,1069,467.4,558,419,3,.,1069,0.3226890756302519
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,12,собака,5,2,NOUN,0,1,0.5555555556,6,6,7,3.19332249,3.8609999999999998,FALSE,-1,3,1,0,0,293,699,699,617.2,717,558,3,.,699,0.3539568345323744
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,12,которая,6,2,ADJ,1,0,0.6666666667,7,6,9,4.55446754,NA,FALSE,-1,4,0,0,1,87,87,716,754.2,879,717,1,629,5180,0.19154929577464821
1_norm1,9,3,norm,66,0.97,1,0.87,0.87,0.87,1,0.79,12,приносила,7,5,VERB,0,0,0.7777777778,9,7,3,0.11083115,3.8279999999999994,FALSE,-1,4,0,0,0,237,1196,1196,931.1,1078,879,4,.,1196,0.23519553072625712
