participant,age,grade,group,sminch,z.ph.d,z.lex.d,z.ps.rep,z.f.sound,z.sound.det,z.num.sound,z.sound.chan,item.id,word.id,word.serial.no,number.morphemes,POS,ambig,base.form,rel.position,word.length,prev.length,next.length,frequency,ao,task_need,ACCURACY,IA_FIXATION_COUNT,IA_SKIP,IA_REGRESSION_IN,IA_REGRESSION_OUT,IA_FIRST_FIXATION_DURATION,IA_FIRST_RUN_DWELL_TIME,IA_DWELL_TIME,IA_FIRST_FIXATION_X,IA_RIGHT,IA_LEFT,IA_FIRST_RUN_FIXATION_COUNT,IA_SECOND_RUN_DWELL_TIME,IA_REGRESSION_PATH_DURATION,landing
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,12,ему,8,2,PRONOUN,1,0,0.8888888889,3,9,3,32.65709084,4.059,FALSE,-1,1,1,1,0,356,356,356,1088.6,1159,1078,1,.,921,0.009836065573769
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,12,еду,9,2,NOUN,1,0,0.99999,3,3,0,0.73079289,9.834,FALSE,-1,1,0,0,1,342,342,342,1168.9,1271,1159,1,.,1263,-0.0010869565217381419
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,8,обещают,1,3,VERB,0,0,0.125,7,0,3,0.02424431,22.902,FALSE,-1,2,1,0,0,91,91,510,206,316,120,1,419,.,0.4318181818181818
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,8,что,2,1,FUNCTION,1,1,0.25,3,7,1,206.17364552,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,399,316,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,8,в,3,1,FUNCTION,1,1,0.375,1,3,4,376.07433395,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,439,399,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,8,этом,4,2,PRONOUN,1,0,0.5,4,1,4,10.09948848,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,540,439,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,8,году,5,2,NOUN,1,0,0.625,4,4,4,1.53085525,66.13199999999999,FALSE,-1,1,0,0,1,76,76,76,611.6,638,540,1,.,1649,0.78974358974359
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,8,лето,6,2,NOUN,1,1,0.75,4,4,5,1.25377738,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,739,638,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,8,будет,7,2,VERB,1,0,0.875,5,4,6,18.2525049,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,858,739,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,8,жарким,8,3,ADJ,1,0,1,6,5,0,0.05887905,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,1032,858,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,19,среди,1,2,FUNCTION,0,1,0.142857142857143,5,0,7,3.83406507,24.057,FALSE,-1,12,1,0,0,1077,1295,5614,125.6,258,120,2,322,3452,-0.03728813559322039
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,19,всякого,2,2,ADJ,1,0,0.2857142857,7,5,4,0.68576774,3.234,FALSE,-1,6,1,0,0,578,578,3858,266,418,258,1,3280,7721,-0.014285714285714285
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,19,сора,3,2,NOUN,0,0,0.4285714286,4,7,7,0.01039042,4.455,FALSE,-1,4,1,0,0,898,1820,1820,478.1,517,418,4,.,1820,0.6341772151898737
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,19,девочка,4,3,NOUN,0,1,0.5714285714,7,4,5,6.02990722,66.561,FALSE,-1,4,0,0,1,123,123,3339,594,678,517,1,3216,15739,0.475177304964539
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,19,нашла,5,3,VERB,0,0,0.7142857143,5,7,12,0.80698931,4.455,FALSE,-1,3,0,0,0,907,1581,1581,706.3,798,678,3,.,1581,0.18299999999999955
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,19,разноцветные,6,4,ADJ,1,0,0.8571428571,12,5,7,0.45717849,4.191,FALSE,-1,8,0,0,0,699,4860,4860,848.5,1058,798,8,.,4860,0.16875
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,19,камушки,7,3,NOUN,0,0,1,7,12,0,0.07273294,3.564,FALSE,-1,6,0,0,0,356,2064,2064,1093,1250,1058,6,.,2382,0.14534883720930233
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,14,причиной,1,3,NOUN,0,0,0.125,8,0,6,0.08312336,23.793,FALSE,-1,3,0,0,0,86,1401,1401,233.1,318,120,3,.,2088,0.5792134831460674
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,14,аварии,2,2,NOUN,1,0,0.25,6,8,3,0.07273294,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,458,318,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,14,был,3,3,VERB,0,0,0.375,3,6,9,34.93951982,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,537,458,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,14,мобильный,4,3,ADJ,1,1,0.5,9,3,7,0.03809821,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,738,537,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,14,телефон,5,3,NOUN,1,1,0.625,7,9,7,0.62342521,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,916,738,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,14,который,6,2,ADJ,1,1,0.75,7,7,8,10.30036994,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,1078,916,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,14,отвлекал,7,5,VERB,0,0,0.875,8,7,8,0.01039042,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,1258,1078,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,14,водителя,8,4,NOUN,1,0,1,8,8,0,0.09351378,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,1470,1258,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,5,дорога,1,2,NOUN,0,1,0.125,6,0,4,1.40270673,9.009,FALSE,-1,7,0,0,0,298,4359,4359,142.2,279,120,7,.,911,0.08776978417266179
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,5,вела,2,3,VERB,0,0,0.25,4,6,1,0.51605754,3.597,FALSE,-1,3,0,0,0,538,1230,1230,320.2,379,279,3,.,1230,0.38999999999999985
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,5,в,3,2,FUNCTION,1,1,0.375,1,4,6,376.07433395,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,420,379,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,5,глухой,4,3,ADJ,1,0,0.5,6,1,3,0.45717849,3.432,FALSE,-1,7,0,0,0,657,3657,3657,425.5,558,420,7,.,3657,-0.038135593220338986
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,5,лес,5,2,NOUN,1,0,0.625,3,6,6,3.85138244,1.5839999999999999,FALSE,-1,3,0,0,0,199,788,788,560.9,657,558,3,.,788,-0.08987341772151927
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,5,петляя,6,3,VERB,0,0,0.75,6,3,2,0.03809821,3.3659999999999997,FALSE,-1,7,0,0,0,1558,4678,4678,657.5,799,657,7,.,4678,-0.0778688524590164
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,5,по,7,1,FUNCTION,1,1,0.875,2,6,7,77.77229556,3.993,FALSE,-1,2,0,0,0,461,1028,1028,853.6,859,799,2,.,1028,1.1150000000000007
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,5,склонам,8,3,NOUN,0,0,1,7,2,0,0.03117126,3.696,FALSE,-1,1,0,0,0,288,288,288,909.2,1051,859,1,.,605,0.2337209302325584
s22_norm3,9,2,norm,23,NA,NA,NA,NA,0.87,NA,0.37,23,коробку,1,3,NOUN,1,0,0.142857142857143,7,0,1,0.51605754,42.702,TRUE,1,30,1,0,0,84,5795,5795,124,297,120,30,.,5711,-0.03821656050955414
s22_norm3,9,2,norm,23,NA,NA,NA,NA,0.87,NA,0.37,23,с,2,1,FUNCTION,1,1,0.2857142857,1,7,9,183.21428024,4.653,TRUE,1,6,1,1,0,25,316,344,311.1,337,297,5,28,316,0.20500000000000113
s22_norm3,9,2,norm,23,NA,NA,NA,NA,0.87,NA,0.37,23,подарками,3,4,NOUN,0,0,0.4285714286,9,1,7,0.10044073,2.376,TRUE,1,45,1,1,0,73,121,5650,374.2,537,337,2,4840,4989,0.15111111111111106
s22_norm3,9,2,norm,23,NA,NA,NA,NA,0.87,NA,0.37,23,украшал,4,5,VERB,0,0,0.5714285714,7,9,4,0.01039042,NA,TRUE,1,42,0,1,1,34,34,4783,575.3,697,537,1,92,16407,0.20214285714285682
s22_norm3,9,2,norm,23,NA,NA,NA,NA,0.87,NA,0.37,23,бант,5,2,NOUN,1,1,0.7142857143,4,7,9,0.07619642,4.653,TRUE,1,19,0,0,1,35,159,1789,713.7,797,697,2,1630,1954,0.08375000000000057
s22_norm3,9,2,norm,23,NA,NA,NA,NA,0.87,NA,0.37,23,огромного,6,3,ADJ,1,0,0.8571428571,9,4,7,0.23897967,5.181,TRUE,1,29,0,0,0,90,2945,2945,835.9,997,797,29,.,2945,0.16055555555555542
s22_norm3,9,2,norm,23,NA,NA,NA,NA,0.87,NA,0.37,23,размера,7,3,NOUN,1,0,1,7,9,0,0.12122157,6.566999999999999,TRUE,1,12,0,0,0,229,1722,1722,1026.1,1189,997,12,.,2389,0.11104651162790645
s24_norm3,9,3,norm,86,NA,NA,NA,NA,1,NA,0.81,23,коробку,1,3,NOUN,1,0,0.142857142857143,7,0,1,0.51605754,2.8049999999999997,TRUE,1,11,1,0,0,190,1026,1413,142.4,297,120,5,387,267,0.07898089171974526
s24_norm3,9,3,norm,86,NA,NA,NA,NA,1,NA,0.81,23,с,2,1,FUNCTION,1,1,0.2857142857,1,7,9,183.21428024,12.276,TRUE,1,1,0,0,0,159,159,159,307.9,337,297,1,.,159,0.04499999999999886
s24_norm3,9,3,norm,86,NA,NA,NA,NA,1,NA,0.81,23,подарками,3,4,NOUN,0,0,0.4285714286,9,1,7,0.10044073,12.045,TRUE,1,12,0,0,0,201,550,839,417.5,537,337,6,289,1226,0.39166666666666666
s24_norm3,9,3,norm,86,NA,NA,NA,NA,1,NA,0.81,23,украшал,4,5,VERB,0,0,0.5714285714,7,9,4,0.01039042,10.56,TRUE,1,9,0,1,0,91,295,851,616,697,537,3,445,295,0.4928571428571429
s24_norm3,9,3,norm,86,NA,NA,NA,NA,1,NA,0.81,23,бант,5,2,NOUN,1,1,0.7142857143,4,7,9,0.07619642,15.047999999999998,TRUE,1,10,0,1,1,58,170,999,732,797,697,2,475,1240,0.3125
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,21,я,1,3,PRONOUN,0,1,0.125,1,0,5,198.15570456,2.904,FALSE,-1,1,1,0,0,832,832,832,146.1,178,120,1,.,.,0.42368421052631566
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,21,купил,2,4,VERB,0,0,0.25,5,1,11,0.73771984,27.918000000000003,FALSE,-1,1,1,0,0,102,102,102,195.3,297,178,1,.,.,0.07373737373737385
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,21,специальную,3,3,ADJ,0,0,0.375,11,5,4,0.06580599,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,538,297,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,21,мазь,4,2,NOUN,1,0,0.5,4,11,7,0.03463473,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,656,538,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,21,которая,5,2,ADJ,1,0,0.625,7,4,8,4.55446754,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,818,656,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,21,помогает,6,4,VERB,0,0,0.75,8,7,3,0.32902997,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,998,818,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,21,при,7,1,FUNCTION,1,1,0.875,3,8,6,7.76857087,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,1078,998,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,21,ожогах,8,3,NOUN,0,0,1,6,3,0,0.01039042,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,1250,1078,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,26,в,1,1,FUNCTION,0,1,0.142857142857143,1,0,7,376.07433395,13.068,FALSE,-1,2,1,0,0,200,200,515,144.8,179,120,1,315,.,0.3794871794871798
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,26,грязной,2,3,ADJ,1,0,0.2857142857,7,1,4,0.12468504,2.376,FALSE,-1,7,1,0,0,561,561,3587,184,338,179,1,3026,3026,-0.03597122302158273
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,26,воде,3,2,NOUN,1,0,0.4285714286,4,7,7,2.65302064,NA,FALSE,-1,4,0,0,1,114,114,2466,400.4,438,338,1,1009,7995,0.6549999999999997
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,26,микробы,4,2,NOUN,1,0,0.5714285714,7,4,12,0.03463473,4.389,FALSE,-1,4,0,1,0,491,1520,2046,468.2,599,438,3,526,1520,0.14326241134751766
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,26,размножаются,5,5,VERB,0,0,0.7142857143,12,7,8,0.01731737,6.566999999999999,FALSE,-1,14,0,1,1,249,3003,5798,673.7,857,599,7,2624,6153,0.2718487394957985
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,26,особенно,6,3,ADV,1,1,0.8571428571,8,12,6,2.92663504,3.8279999999999994,FALSE,-1,4,0,0,1,715,715,2881,892.1,1038,857,1,2166,3052,0.15590062111801256
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,26,быстро,7,2,ADV,0,1,1,6,8,0,8.60673144,5.181,FALSE,-1,3,0,0,0,419,1166,1166,1059.2,1210,1038,3,.,1486,0.07368421052631609
s24_norm3,9,3,norm,86,NA,NA,NA,NA,1,NA,0.81,23,огромного,6,3,ADJ,1,0,0.8571428571,9,4,7,0.23897967,13.068,TRUE,1,8,0,0,1,67,67,545,899.5,997,797,1,478,860,0.5138888888888888
s24_norm3,9,3,norm,86,NA,NA,NA,NA,1,NA,0.81,23,размера,7,3,NOUN,1,0,1,7,9,0,0.12122157,17.226,TRUE,1,8,0,0,1,65,571,571,1092.4,1189,997,8,.,1606,0.4965116279069773
s25_norm3,7,1,norm,25,NA,NA,NA,NA,0.85,NA,0.58,23,коробку,1,3,NOUN,1,0,0.142857142857143,7,0,1,0.51605754,106.788,TRUE,1,22,0,1,1,95,771,1966,239.3,297,120,6,887,771,0.6961783439490447
s25_norm3,7,1,norm,25,NA,NA,NA,NA,0.85,NA,0.58,23,с,2,1,FUNCTION,1,1,0.2857142857,1,7,9,183.21428024,4.488,TRUE,1,4,1,0,0,260,260,452,333.7,337,297,1,192,260,1.3349999999999995
s25_norm3,7,1,norm,25,NA,NA,NA,NA,0.85,NA,0.58,23,подарками,3,4,NOUN,0,0,0.4285714286,9,1,7,0.10044073,153.747,TRUE,1,62,0,0,1,34,34,3707,351.1,537,337,1,568,1943,0.022777777777777904
s25_norm3,7,1,norm,25,NA,NA,NA,NA,0.85,NA,0.58,23,украшал,4,5,VERB,0,0,0.5714285714,7,9,4,0.01039042,9.636,TRUE,1,53,0,1,1,46,1670,3008,597.4,697,537,31,84,6351,0.3599999999999998
s25_norm3,7,1,norm,25,NA,NA,NA,NA,0.85,NA,0.58,23,бант,5,2,NOUN,1,1,0.7142857143,4,7,9,0.07619642,7.26,TRUE,1,9,0,0,1,28,28,448,716.9,797,697,1,420,516,0.12374999999999972
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,28,я,1,1,PRONOUN,0,1,0.142857142857143,1,0,5,198.15570456,5.313,FALSE,-1,5,1,0,0,522,1412,1929,146.3,178,120,4,517,.,0.4289473684210529
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,28,отдал,2,5,VERB,0,0,0.2857142857,5,1,9,0.73079289,10.823999999999998,FALSE,-1,3,0,1,1,169,169,506,265,298,178,1,127,1783,0.77
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,28,последнюю,3,4,ADJ,0,0,0.4285714286,9,5,6,0.40522639,94.908,FALSE,-1,1,1,0,0,147,147,147,458.2,498,298,1,.,1298,0.8344444444444444
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,28,монету,4,2,NOUN,0,0,0.5714285714,6,9,9,0.07965989,66.924,FALSE,-1,1,0,0,0,374,374,374,633.5,656,498,1,.,1672,0.9094202898550725
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,28,найденную,5,4,ADJ,0,0,0.7142857143,9,6,1,0.01039042,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,859,656,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,28,в,6,1,FUNCTION,1,1,0.8571428571,1,9,7,376.07433395,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,898,859,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,28,кармане,7,2,NOUN,1,0,1,7,1,0,0.67884079,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,1090,898,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,11,в,1,1,FUNCTION,0,1,0.142857142857143,1,0,8,376.07433395,18.513,FALSE,-1,4,1,0,0,1231,1231,2145,140,178,120,1,536,.,0.2631578947368421
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,11,магазине,2,2,NOUN,0,0,0.2857142857,8,1,6,0.45025154,2.244,FALSE,-1,6,1,0,0,521,521,2615,185,358,178,1,217,1466,-0.01875
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,11,андрей,3,2,NOUN,0,1,0.4285714286,6,8,5,0.66152342,9.536999999999999,FALSE,-1,3,1,0,0,528,528,1827,379.3,499,358,1,1299,4585,0.09338842975206621
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,11,купил,4,4,VERB,0,0,0.5714285714,5,6,6,0.73771984,70.356,FALSE,-1,3,1,0,0,261,261,982,586.4,617,499,1,721,6624,0.7897959183673467
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,11,молоко,5,2,NOUN,1,0,0.7142857143,6,5,7,0.86586835,5.082,FALSE,-1,4,1,1,0,617,1311,1506,621.5,776,617,3,195,1311,-0.039568345323741004
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,11,сметану,6,2,NOUN,0,0,0.8571428571,7,6,6,0.05541557,43.494,FALSE,-1,7,0,0,0,214,214,2871,927.2,955,776,1,204,214,0.888050314465409
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,11,творог,7,2,NOUN,1,0,1,6,7,0,0.02078084,3.3329999999999997,FALSE,-1,3,0,0,1,149,149,1157,1005.7,1130,955,1,603,13052,0.2625806451612906
s25_norm3,7,1,norm,25,NA,NA,NA,NA,0.85,NA,0.58,23,огромного,6,3,ADJ,1,0,0.8571428571,9,4,7,0.23897967,3.399,TRUE,1,6,0,0,0,79,343,343,827.7,997,797,6,.,343,0.11500000000000025
s25_norm3,7,1,norm,25,NA,NA,NA,NA,0.85,NA,0.58,23,размера,7,3,NOUN,1,0,1,7,9,0,0.12122157,13.133999999999999,TRUE,1,4,0,0,0,44,125,125,1019.6,1189,997,4,.,1648,0.0732558139534885
s26_norm3,8,2,norm,50,NA,NA,NA,NA,0.79,NA,0.56,23,коробку,1,3,NOUN,1,0,0.142857142857143,7,0,1,0.51605754,NA,TRUE,1,5,0,0,0,96,118,1295,170.5,297,120,2,205,2525,0.25796178343949044
s26_norm3,8,2,norm,50,NA,NA,NA,NA,0.79,NA,0.56,23,с,2,1,FUNCTION,1,1,0.2857142857,1,7,9,183.21428024,NA,TRUE,1,0,1,.,.,.,NA,0,NA,337,297,.,.,.,NA
s26_norm3,8,2,norm,50,NA,NA,NA,NA,0.79,NA,0.56,23,подарками,3,4,NOUN,0,0,0.4285714286,9,1,7,0.10044073,NA,TRUE,1,0,1,.,.,.,NA,0,NA,537,337,.,.,.,NA
s26_norm3,8,2,norm,50,NA,NA,NA,NA,0.79,NA,0.56,23,украшал,4,5,VERB,0,0,0.5714285714,7,9,4,0.01039042,3.102,TRUE,1,9,0,0,0,607,1837,1837,606.6,697,537,9,.,1837,0.4257142857142859
s26_norm3,8,2,norm,50,NA,NA,NA,NA,0.79,NA,0.56,23,бант,5,2,NOUN,1,1,0.7142857143,4,7,9,0.07619642,0.264,TRUE,1,1,0,0,0,197,197,197,718.4,797,697,1,.,197,0.1424999999999997
s26_norm3,8,2,norm,50,NA,NA,NA,NA,0.79,NA,0.56,23,огромного,6,3,ADJ,1,0,0.8571428571,9,4,7,0.23897967,10.23,TRUE,1,8,0,0,0,36,662,662,813,997,797,8,.,662,0.03333333333333333
s26_norm3,8,2,norm,50,NA,NA,NA,NA,0.79,NA,0.56,23,размера,7,3,NOUN,1,0,1,7,9,0,0.12122157,8.58,TRUE,1,6,0,0,1,90,546,546,1025.2,1189,997,6,.,981,0.10581395348837236
s29_norm3,6,1,norm,29,NA,NA,NA,NA,0.87,NA,0.7,23,коробку,1,3,NOUN,1,0,0.142857142857143,7,0,1,0.51605754,6.798,TRUE,1,11,1,0,0,111,805,1304,136.6,297,120,7,499,.,0.04203821656050952
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,29,девочка,1,3,NOUN,0,1,0.111,7,0,5,6.02990722,3.234,FALSE,-1,8,0,0,0,1145,3289,4145,166.8,299,120,6,856,2144,0.2314465408805032
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,29,никак,2,2,PRONOUN,1,1,0.2222222222,5,7,2,3.29722669,2.541,FALSE,-1,4,0,0,1,528,974,2367,317.3,420,299,2,1393,3223,0.08217821782178229
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,29,не,3,1,FUNCTION,1,1,0.3333333333,2,5,5,343.48997605,2.8379999999999996,FALSE,-1,1,0,0,0,726,726,726,436.4,478,420,1,.,726,0.16842105263157836
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,29,могла,4,3,VERB,0,0,0.4444444444,5,2,6,2.78116915,3.8279999999999994,FALSE,-1,2,0,0,0,313,313,683,481.7,599,478,1,370,683,-0.06237623762376249
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,29,вынуть,5,4,VERB,0,1,0.5555555556,6,5,7,0.08312336,2.541,FALSE,-1,4,0,0,0,519,2190,2190,613.7,739,599,4,.,2190,0.039166666666667044
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,29,соринку,6,3,NOUN,0,0,0.6666666667,7,6,8,1e-4,1.3529999999999998,FALSE,-1,5,0,0,0,398,1898,1898,773,917,739,5,.,1898,0.1518987341772152
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,29,попавшую,7,4,ADJ,0,0,0.7777777778,8,7,1,0.01731737,4.3229999999999995,FALSE,-1,8,0,0,0,1419,4289,4289,934.2,1100,917,8,.,4289,0.044171779141104574
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,29,в,8,1,FUNCTION,1,1,0.8888888889,1,8,4,376.07433395,NA,FALSE,-1,0,1,.,.,.,NA,0,NA,1140,1100,.,.,.,NA
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,29,глаз,9,2,NOUN,1,0,0.99999,4,1,0,4.02801958,4.389,FALSE,-1,2,0,0,0,1123,1560,1560,1162,1271,1140,2,.,1878,0.10810810810810811
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,33,на,1,1,FUNCTION,0,1,0.166666666666667,2,0,6,309.13924671,22.011,FALSE,-1,2,1,0,0,1637,1637,1825,150.2,197,120,1,188,.,0.3543859649122805
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,33,диване,2,2,NOUN,0,0,0.3333333333,6,2,6,0.36712818,3.234,FALSE,-1,2,1,0,0,476,1408,1408,269.3,338,197,2,.,1408,0.5148760330578513
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,33,лежало,3,4,VERB,0,0,0.5,6,6,9,0.28746829,5.28,FALSE,-1,4,1,0,0,291,1498,1498,403.1,479,338,4,.,1498,0.45537190082644646
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,33,покрывало,4,5,NOUN,1,1,0.6666666667,9,6,12,0.1039042,NA,FALSE,-1,6,0,0,1,9,9,5255,545.9,678,479,1,5246,1646,0.3178770949720669
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,33,ярко-зеленого,5,4,ADJ,0,0,0.8333333333,12,9,5,0.117758096,23.034,FALSE,-1,8,0,1,1,167,167,4265,828.3,958,678,1,2599,12264,0.5396153846153844
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,33,цвета,6,2,NOUN,1,0,1,5,12,0,1.0425055,2.376,FALSE,-1,1,0,0,1,805,805,805,978,1110,958,1,.,1463,0.07575757575757576
30_norm1,7,1,norm,34,0.9,0.95,0.83,0.7,0.79,0.58,0.5,24,в,1,1,FUNCTION,0,1,0.111,1,0,4,376.07433395,2.937,FALSE,-1,3,1,0,0,956,956,1476,150,178,120,1,396,.,0.5263157894736842
